phase,talker,behaviour,dialogue,nextPhases
0,player,,으음…… 망원경으로 오래 보고 있는 거가 이렇게나 힘든 일이었다니……,
0,player,,할아버지는 이걸 어떻게 1시간 넘게 보고 계셨던거지......,
0,player,,"으으…… 으악! 몰라! 지쳤어! 싫어, 안해!",
0,레굴루스,,"너, 슬퍼, 보인다.",
0,,,(레굴루스가 또 다시 불쑥 나타났다.),
0,player,,"아, 안녕하세요. 아저씨.",
0,player,,그리고 저 안 슬퍼요. 짜증나는거지.,
0,player,,"여기 갇혀서 계속 망원경으로 보고 있으려니까 눈도 아프고, 허리도 아프고……",
0,player,,어쨌든 힘들어요! 힘들어 죽겠다고요!,
0,레굴루스,,"그러니까, 너, 슬픈 거다.",
0,레굴루스,,"그러니까, 너, 슬픈 거, 맞다.",
0,player,,슬픈 게 아니라 힘든 거라니까요!,
0,레굴루스,,……,
0,,,(레굴루스는 고개를 축 떨구었다.),
0,player,,앗......!,
0,player,,저...... 갑자기 화내서 죄송해요. 저도 모르게 그만......,
0,,,(그러더니 레굴루스는 갑자기 거구의 몸을 움직이며 엉성한 춤을 추기 시작했다.),
0,player,,우왓! 갑자기 뭐하시는 거에요.,
0,레굴루스,,"춤, 춘다.",
0,레굴루스,,"슬플 때, 춤추면, 힘, 난다.",
0,,,(그러나 레굴루스의 동작은 춤이라기 보단 허우적거림에 가까웠다.),
0,player,,"아휴, 참! 그게 무슨 춤이에요!",
0,player,,"저도 잘 추는 건 아니지만...... 자, 잘 보세요.",
0,,,(소녀는 학교에서 친구들과 연습했던 춤을 레골루스에게 보여주었다.),
0,player,,짠! 어때요?,
0,레굴루스,,"너, 내 친구들보다, 춤, 잘 춘다.",
0,player,,"헤헷, 고마워요.",
0,레굴루스,,"너, 이제, 슬프지, 않다.",
0,player,,원래부터 슬픈 게 아니라 힘든 거였지만......,
0,player,,확실히 춤을 추고 나니까 힘든 건 사라졌네요.,
0,레굴루스,,"그러면, 나, 간다.",
