phase,talker,behaviour,dialogue,nextPhases
0,player,,별들을 보는 건 할아버지 생각이 나서 좋아하지만…… 여기서 나가고도 싶은데……,
0,player,,전화도 안되고…… 창문으로 나가기엔……,
0,,,(소녀는 창문 밖을 한 번 내다봤다.),
0,player,,너무 높잖아……,
0,player,, ...... 훌쩍...... 할아버지...... 보고 싶어요......,
0,,,(소녀가 흘러내리는 눈물을 닦아가며 망원경을 다시 보려던 그 때였다.),
0,레굴루스,,울지 마라.,
0,player,,우와아아아아아앗!,
0,,,(한 거구의 남성이 망원경 렌즈에 들어왔고 놀란 소녀는 망원경으로부터 후다닥 멀어졌다.),
0,player,,……,
0,레굴루스,,"울지, 마라.",
0,,,(소녀는 놀란 가슴을 가라앉히고 남자에게 물어봤다.),
0,player,,…… 누구…… 세요?,
0,레굴루스,,나. 레굴루스다.,
0,player,,아…… 안녕…… 하세요……,
0,레굴루스,,"눈물, 그쳤다. 너, 이제, 슬프지 않다.",
0,player,,…… 네?,
0,레굴루스,,"슬퍼하면, 또, 찾아온다.",
