phase,talker,behaviour,dialogue,nextPhases
0,player,,"아, 오셨네요.",
0,데네볼라,,어~ 왔나?,
0,player,,저…… 혹시 이마가 부어서……,
0,데네볼라,,응. 맞는데?,
0,player,,"죄, 죄송해요!",
0,데네볼라,,"그래, 당연히 죄송해야지.",
0,데네볼라,,그나저나 여기 오면 느끼는 거지만 신기하단 말이야.,
0,player,,뭐가요?,
0,데네볼라,,우리 부족만큼 이렇게 뭐가 없는 곳이 있다는 게.,
0,player,,부족…… 네?,
0,데네볼라,,왜? 내가 부족사람이라니까 갑자기 원시인처럼 보이고 그래?,
0,player,,"아, 아니요! 그게 아니라……",
0,player,,음…… 그러니까……,
0,*,Select,"누, 누가 봐도 현대인처럼 입고 있으셔서요!|우으…… 죄송해요……",1|2
1,데네볼라,,현대인처럼' 입고 있다고?,
1,데네볼라,,그거 칭찬인거야? 아니면 나한테 시비거는 거야?,
1,player,,치…… 칭찬인데……,
1,데네볼라,,"아, 알았어! 알았어. 농담한 거 가지고 풀죽기는.",
1,*,Next,,3
2,데네볼라,,"뭐야, 갑자기. 뭐가 죄송한건데?",
2,player,,저…… 그…… 원시인같다고…… 생각을……,
2,데네볼라,,"아, 됐어. 거기까지. 너가 뭐 말하려는지 안들어도 알겠다.",
2,데네볼라,,"뭐, 원시인 취급 받는 거 하루 이틀도 아니니까, 됐어.",
2,*,Next,,3
3,player,,하지만 누가 봐도 원시인이나 부족사람처럼 보이지 않는걸요?,
3,데네볼라,,"뭐, 부족을 나온지는 꽤 됐으니까.",
3,player,,부족을 나오셨다구요?,
3,데네볼라,,"어, 얘기 안했어?",
3,데네볼라,,"뭐, 별로 부끄럽거나 하는 얘기는 아니니까.",
3,데네볼라,,나는 원래 어떤 부족의 일원으로 살고 있었어.,
3,데네볼라,,막 엄청 원시적이고 야만적이고 그런 부족은 아니었지만 그렇다고 발전된 부족도 아니었지.,
3,데네볼라,,부족 내에 구비되어있는 게 많지 않다 보니까 가끔 꼭 필요한 음식이나 물건들 같은 걸 사러 도시로 나가곤 했었어.,
3,데네볼라,,근데 말이지…… 음……,
3,player,,……?,
3,데네볼라,,"부족 사람들 입장에서는…… 그, 도시에 신기한 게 많단 말이야?",
3,데네볼라,,"그, 그러다보니까 점점 부족에서 살기 싫다는 생각도 들고…… 도시에서 살고 싶다는 생각도 들고.....",
3,데네볼라,,그래서 무작정 부족을 뛰쳐나와 도시로 나오게 된거야. 옷도 그 때 갖춰 입은 거고.,
3,player,,저…… 원래 본인 얘기를 할 때 이렇게 땀을 흘리시나요?,
3,데네볼라,,"어, 어엉? 아, 아니! 땀 안나는데……?",
3,데네볼라,,"…… 아, 아앗! 빠, 빨리 가봐야겠다!",
3,데네볼라,,옷 하니까 나 목걸이 오늘 사야겠다는 거 생각났어!,
