phase,talker,behaviour,dialogue,nextPhases
0,player,,"안녕하세요, 데네볼라 씨.",
0,데네볼라,,"어, 꼬마! 안녕! 히힛!",
0,player,,기분이 되게 좋아보이시네요?,
0,데네볼라,,응! 오늘 일어날 것 같지 않던 일이 일어나고 말았거든!,
0,player,,어? 혹시……,
0,데네볼라,,음? 너도 뭔가 짐작가는 게 있니?,
0,player,,혹시…… 가수가 되신 건가요?,
0,데네볼라,,"아니, 그건 아니지만 그거만큼 좋은 거야.",
0,데네볼라,,드디어! 가위바위보를 한 번 이겨봤어!,
0,player,,…… 네?,
0,데네볼라,,"…… 야, 꼬마야. 이렇게 반응하기야?",
0,데네볼라,,나는 여태까지 가위바위보를 한 번도 이겨 본적이 없다고.,
0,데네볼라,,그런데 무슨 가위바위보 필승법이 있대서 찾아서 해봤는데…… 진짜 됐어!,
0,데네볼라,,가위바위보를 처음으로 이겼단 말이지! 물론 필승법을 탐구한 내 노력덕분이지만.,
0,player,,아…… 네……,
0,데네볼라,,"야, 얘기 나온 김에 가위바위보 한 번 해보자.",
0,데네볼라,,"가위, 바위…… 보!",
0,*,Select,(가위를 낸다.)|(바위를 낸다.)|(보를 낸다.),1|2|3
1,데네볼라,,어! 어째서!,
1,데네볼라,,필승법 보면 보통 주먹 먼저 낸다 그랬는데?!,
1,데네볼라,,또 운이 없었던 건가……,
1,데네볼라,,아니면 필승법을 수정해야 하나? 으으윽…… 어떻게 해야하지?,
1,*,Next,,4
2,데네볼라,,아싸! 또 이겼다!,
2,데네볼라,,역시 분석한 보람이 있었어!,
2,Player,,"하, 하하…… 아무래도 필승법이 진짜인가보네요.",
2,데네볼라,,응! 당연하지! 이 방법 찾는다고 얼마나 힘들었는데!,
2,*,Next,,4
3,데네볼라,,"엇, 비겼네.",
3,데네볼라,,이상하다. 보통 주먹을 먼저 낸다고 필승법에선 그랬는데……,
3,player,,하하…… 저는 이상하게 보가 먼저 나오더라고요.,
3,데네볼라,,이것도 사람마다 다른 건가…… 연구를 좀 더 해봐야겠네……,
3,*,Next,,4
4,player,,저…… 가위바위보가 이렇게까지 노력해야할 건 아니라고 생각하는데……,
4,데네볼라,,아니! 나한테는 노력해야 되는 거야!,
4,데네볼라,,"그 전에 필승법을 알고 분석하기 전까지는 한 번도 이길 수 없었고, 이길 거라고 생각도 못했어.",
4,데네볼라,,운에 맡기기에는 내 운이 너무 없었으니까.,
4,데네볼라,,그런데 지금은 봐봐. 내가 노력을 하니까 결국 이기잖아?,
4,데네볼라,,불운하다는 것도 결국 내가 극복하고자 한다면 극복이 된다는 거지!,
4,데네볼라,,노래도 마찬가지라고 생각해.,
4,데네볼라,,"물론 성공에 운이 따를 수도 있겠지만, 운에 의존하기 전에 내가 노력을 한다면 운이 안 도와준다고 해도 최고의 가수가 될 수 있지 않겠어?",
4,데네볼라,,아니면…… 최고는 아니더라도 원하는 꿈 정도는 이룰 수 있겠지!,
