phase,talker,behaviour,dialogue,nextPhases
0,데네볼라,,"아이, 진짜! 짜증나게 이게 뭐야……",
0,player,,안녕하세……,
0,데네볼라,,"안녕 못해! 이거 봐, 이거.",
0,player,,이게…… 뭐에요? 진주 구슬이랑 줄?,
0,데네볼라,,"내가 아끼던 목걸이 중 하난데, 오랜만에 걸어보려고 했더니 줄이 끊어져서 이 꼴이 났어.",
0,데네볼라,,비싸게 주고 산건데…… 오늘 첫 개시였는데……,
0,player,,으음…… 오늘 운이 별로 안 좋으신가보네요.,
0,데네볼라,,바로 그거야!,
0,player,,네?! 갑자기 뭐가 그거라는……,
0,데네볼라,,내가 좀 많이 없어서 이런 일이 한 두 번 있는게 아니거든?,
0,player,,한 두 번 있는 일이 아니시라구요?,
0,데네볼라,,응. 왠지는 모르겠는데 내가 뭘 좀 하려고 하면 자꾸 안 좋은 일들이 일어나더라고.,
0,데네볼라,,심지어 그 가위바위보도 한 번 이겨본 적이 없다.,
0,데네볼라,,…… 잠깐만. 가위바위보 해볼래?,
0,player,,네? 갑자기……,
0,데네볼라,,"안 내면 진 거, 가위, 바위, 보!",
0,데네볼라,,"…… 와, 이걸 지네.",
0,player,,후우…… 운 좋게 이겼네요……,
0,데네볼라,,니가 운이 좋은 게 아니야. 이렇게 갑자기 시작하는 데도 지는 내 운이 없는거지.,
0,데네볼라,,몇 판 더 해볼래?,
0,,,(이어서 5판을 연속으로 했지만 결과는 번번이 주인공의 승리였다.),
0,데네볼라,,봐봐. 이래서 가위바위보는 나한테 쥐약이나 마찬가지라니까.,
0,데네볼라,,게다가 말이지. 제비뽑기를 하면 항상 안 좋은 건 나만 당첨된단 말이야.,
0,데네볼라,,또 우산을 안 들고 나가면 기막히게 비가 오더라고.,
0,player,,…… 지금 밖에 비오는 소리 들리는데요.,
0,데네볼라,,뭐?! 진짜?!,
0,데네볼라,,와…… 진짜네. 우산 없는데.,
0,데네볼라,,"…… 하, 하하.",
0,데네볼라,,"아이씨, 진짜! 어쩜 이러냐!",
0,player,,우산 빌려드릴까요?,
0,데네볼라,,"아니야, 됐어. 또 언제 올지도 모르고.",
0,데네볼라,,그냥 비 맞으면서 가야겠다. 오늘 일이 있어서.,
0,player,,"앗! 데네볼라 씨, 잠깐만요! 가방에서 뭐 떨어졌어요!",
0,player,,…… 그냥 가 버리셨네.,
0,player,,이게 뭐지……? 마이크?,
