phase,talker,behaviour,dialogue,nextPhases
0,목성,,동생들과 오랜만에 긴 대화를 나눴어.,
0,목성,,"애들이 그러는데, 내가 제일 의지가 될 때는 내가 동생들의 이야기를 들어줄 때래.",
0,목성,,내가 애들을 위해 무언가를 억지로 해줄 때가 아니라.,
0,목성,,"그리고, 자신들에게 마음 편히 의지해달라는 말도 해줬어.",
0,목성,,난 동생들의 생각을 무시한 채 내가 하고 싶은 대로만 했던 것 같아.,
0,목성,,네 덕분에 내게 동생들이 바라는 걸 알 수 있었어.,
0,목성,,나에 대한 동생들의 애정도 실컷 느꼈고.,
0,,,(밝은 미소를 짓는다.),
0,player,,지금은 처음 만났을 때처럼 표정이 밝네요.,
0,목성,,"아, 그러고 보니 네 앞에서 이런 표정을 짓는 것도 오랜만이네.",
0,목성,,아무래도 최근 이야기가 너무 어두웠던 탓이겠지.,
0,목성,,"그러고 보니, 아이들과 이야기하면서 깨달은 게 하나 더 있어.",
0,player,,그게 뭔데요?,
0,목성,,나는 이미 나보다 한참 어린 사람에게 의지하고 있었다는 거.,
0,player,,동생들 말하는 건가요?,
0,목성,,"아니, 너 말하는 거야.",
0,목성,,참 신기하지. 동생들을 챙기기만 하려고 했으면서 막냇동생 또래 정도로 보이는 너한테는 쉽게 의지했다는 게.,
0,목성,,"이건 내 느낌인데, 앞으로 똑같은 고민은 생기지 않겠지만, 다른 고민거리가 생기면 널 저절로 찾아오게 될 것 같아.",
0,목성,,그때 와서 귀찮다고 하기 없기다. 네가 분명 어린 사람에게도 마음 편히 의지하라는 식으로 말했으니까. 그렇지?,
