phase,talker,behaviour,dialogue,nextPhases
0,목성,,네 말을 듣고 많이 고민해봤어.,
0,player,,고민의 답은요?,
0,목성,,솔직히 말해서 아직은 모르겠어.,
0,목성,,형제에게는 각자의 역할이 있잖아?,
0,목성,,그 역할을 지키는 것은 의무고.,
0,player,,그 의무가 자신의 마음은 무시한 채 동생만 신경 쓰는 거라고요?,
0,목성,,무시한다니?,
0,목성,,난 동생들을 사랑하는 마음에서 이러는 거야.,
0,player,,당신이 그랬잖아요.,
0,player,,마음보다는 무엇을 해줄 수 있는지가 중요하다고.,
0,player,,그 말은 아직도 유효한가요?,
0,목성,,마음이 중요하지 않다는 이야기는 아니었어.,
0,player,,맞아요.,
0,player,,"마음도 중요하고, 무엇을 해줄 수 있는지도 분명 중요해요.",
0,player,,우열을 가릴 수 있는 게 아니죠.,
0,player,,당신이 한 행동에서 동생들은 분명 자신들을 아끼는 마음을 느꼈을 거예요.,
0,player,,하지만 목성 당신이 해줄 수 있는 것이 없다는 생각만 하고 있다면 어떨 것 같아요?,
0,player,,동생을 아껴야 한다는 마음 때문에 자신을 갉아먹는다면 동생들은 괜찮을까요?,
0,목성,,동생들이 원하는 건 든든한 맏이야.,
0,player,,"동생들이 원하는 게 아니라, 당신이 생각하는 동생들의 바람일 뿐이에요.",
0,player,,오직 가족 중 맏이만 자신에게 의지해주길 원하는 게 아니에요.,
0,player,,아무리 어린 동생이라도 가족이 힘들 때 자신에게 의지해주길 늘 바랄 거에요.,
0,목성,,모르겠어.,
0,목성,,너는 정말 그렇게 생각해?,
0,player,,당신이 제게 들려준 이야기가 전부 맞다면요.,
0,player,,"빵이 맛없다는 이야기도 쉽게 건네지 못하고, 실수를 책망하는 대신 챙겨주었잖아요?",
0,player,,"당신의 애정을 당연한 의무로 생각하지 않고, 실수를 감싸준 동생들인걸요.",
0,목성,,…….,
0,목성,,내가 어떻게 해야 할까?,
0,목성,,아니다. 생각해보니 답은 이미 나와 있구나.,
0,목성,,동생들과 이야기를 나눠봐야겠어. 그럼 더 뚜렷해질 것 같아.,
0,목성,,"그러고 보니, 네가 이렇게 길게 얘기한 건 처음인 것 같네.",
0,목성,,그 정도로 내가 힘들어 보였구나.,
0,목성,,걱정을 끼쳤네. 미안해.,
0,목성,,……그리고 고마워.,
