phase,talker,behaviour,dialogue,nextPhases
0,사달멜리크,,미안. 너무 오랜만에 왔네. 오늘은 할 일이 좀 많았거든.,
0,player,,술 담그는 일 말하는 거야?,
0,사달멜리크,,응. 오늘은 아케르가 힘들어하는 것 같아서 내가 다했거든.,
0,사달멜리크,,미안했는지 내일은 자신이 다 하겠다고 하는 거 말리고 오는 길이야.,
0,player,,사이가 좋은가 보네.,
0,사달멜리크,,"뭐, 그렇지. 서로 친구라고 부를만한 유일한 별이니까.",
0,사달멜리크,,그러고 보니 너는 다른 별과도 많이 알고 있지?,
0,player,,응. 여기서는 웬만한 별은 다 만날 수 있으니까.,
0,사달멜리크,,너를 보니까 갑자기 다른 별도 한번 만나보고 싶네.,
0,사달멜리크,,기회가 된다면 네가 들은 얘기들도 들려줄 수 있어?,
0,player,,그럴게. 재미있게 말할 자신은 없지만.,
0,사달멜리크,,잘 말하려고 안 해도 돼. 그냥 얘기해 주는 것만으로 충분하니까.,
0,player,,뭔가 처음 봤을 때보다 친절해진 것 같네.,
0,사달멜리크,,말했잖아. 그땐 사람을 너무 오랜만에 봐서 그런지 좀 낯설었거든.,
0,사달멜리크,,"정말, 정말로 네가 싫었던 건 아냐. 오해하진 마.",
0,player,,너는 ‘싫지 않다’라는 표현을 자주 쓰네.,
0,사달멜리크,,그러게. 뭔갈 확실히 좋다고 말해본 적이 없어.,
0,사달멜리크,,"그럼 정정할게. 너랑 얘기하는 거, 참 좋아. 재밌어.",
0,*,Select,고마워.|어떤 점에서 재밌다는 거야?,1|2
1,사달멜리크,,고맙긴 뭘. 늘 얘기 들어주는 너한테 내가 더 고맙지.,
1,*,Next,,3
2,사달멜리크,,"너와 이야기하는 건, 지상에서 느꼈던 얼마 안 되는 행복을 떠오르게 해.",
2,*,Next,,3
3,사달멜리크,,앞으로도 자주 얘기할 수 있으면 좋겠다.,
3,사달멜리크,,언젠가 너에게 아케르 이야기도 해줄게. 정말 좋은 애거든.,
