phase,talker,behaviour,dialogue,nextPhases
0,player,,안녕!,
0,피네,,어? 아. 흐아암...,
0,*,select,많이 졸려?|또 밤하늘 생각을 하다가 안 잔거야?,1|2
1,피네,,하하...아무래도 좀.,
1,*,next,,3
2,피네,,......,
2,피네,,"...하하, 들켰네.",
2,피네,,"(털썩, 하고 누워서 천장을 멍하니 바라본다)",
2,피네,,"사실 아직 잘 모르겠어. 하늘이 왜 이렇게 됐는지, 어떻게 다시 돌려놓을 수 있을지.",
2,피네,,그리고...내가 과연 늪에서 벗어날 수 있을지.,
2,*,next,,3
3,피네,,잠을 잘 안 자게 되니까 번거로운 점도 있더라고.,
3,player,,피곤한 거? 그건 당연하고...,
3,피네,,생각이란걸 하게 돼.,
3,피네,,정확히는...쓸데없는 것들에 대한 생각.,
3,피네,,"하루의 절반을 훌쩍 넘게 자고있다보면 아무랑도 만나지 않아도 되고, 남들이 조언이랍시고 하는 쓸데없는 간섭을 들을 필요도 없는데,",
3,피네,,그 사람들은 맨날 똑같아. 내가 이렇게 사는게 아깝대.,
3,피네,,자고있을 땐 최소한 깨워서 말하진 않았는데...밤하늘에 대해서 생각하고 있으면 잊을만할 때 쯤 와서 집중을 깨고 간다니까.,
3,피네,,"나 참, 이래라 저래라 할 거면 주문이라도 하나 넣어주고 말하던가. 이왕이면 비싼걸로. 돈으로 주면 더 좋고...",
3,player,,하루에 절반을 넘게...?,
3,피네,,대충 돈 버는데 필요한 시간을 제하면 딱히 필요 없잖아?,
3,피네,,의뢰인과도 직접 만나는 일은 딱히 없어. 직접 보면 추가금.,
3,피네,,뭘 더 구체적으로 주문하려나 싶어서 대면하면 정말로 도움이 되는 요청사항을 주는 사람은 열명에 한명 꼴.,
3,피네,,열에 아홉은 소문으로 들었다면서 나를 안쓰럽게 쳐다보며 세상의 아름다움에 대해 날 설득하려고 장광설을 늘어놓는데...,
3,피네,,...솔직히 다 똑같아.,
3,피네,,별로 공감되지도 않아.,
3,피네,,아...그렇게 지겨워서 당장이라도 창문 밖으로 뛰어내리고 싶은 이야기를 계속 할 바에는 그냥 직접 날 밀어 떨어트려줬으면 좋을 텐데.,
3,피네,,...미안. 나야말로 시키지도 않은 말을 너무 많이 했네.,
3,*,select,"괜찮아. 누구나 고민은 있는 거니까.|아냐, 유능하다고 고민이 없는 건 아니잖아?",4|4
4,피네,,그럴지도. 그러게. 아직 아이인 너도 아는걸 왜 지금까지 만났던 수많은 어른들은 몰랐을까.,
4,피네,,정말 몰랐을까? 모른척 한 건 아닐까?,
4,피네,,그 사람들에게 보이는 유능한 내 모습만을 보고- 이런 사람이라면 이래야 할 것이다. 라고 멋대로 정의한 다음 나에게 그렇게 살아야 한다고 말하는게 전부였을지도.,
4,피네,,어느쪽이든지...매우 귀찮은 일이야.,
4,*,next,,-1
