phase,talker,behaviour,dialogue,nextPhases
0,player,,"피네, 뭐 물어봐도 돼?",
0,피네,,응? 내가 답해줄 수 있는 거라면.,
0,player,,피네는 여기 안 올때는 뭘 해…?,
0,피네,,...............아무것도 안 해.,
0,player,,…에???,
0,player,,그렇게 아무것도 안 하면…지루하거나 하지 않아?,
0,피네,,어차피 뭘 해도 똑같이 지루한데.,
0,player,,재미있는게…하나도 없어?,
0,피네,,"아, 요즘은 하나 있다. 왜 하늘이 이렇게 됐는지…그리고 대체 내가 왜 여기를 오갈 수 있는지 알아보는 거.",
0,피네,,"평소에 한두푼이라도 모아두길 잘했지, 안그러면 반쯤 되다만 해골이 굴러들어와서 다짜고짜 밥부터 얻어먹을 수 없냐고 묻는 진풍경이 벌어졌을지도 몰라. 하하하하…",
0,player,,혹시 지금도 배고픈 건 아냐?,
0,피네,,"에헤이, 내 앞가림은 알아서 할 수 있습니다요~",
0,*,select,그럼 다행이지만...|방금은 아닌 것 처럼 말했는데…,2|1
1,피네,,"에이, 아니야. 아무튼 그럴 수도 있다~라는 거고. 지금은 멀쩡하잖아?",
1,피네,,"사람들이 흔히 하는 실수 중 하나가 부정적인 면을 확대해석 하는 건데, 그런 사고의 특징이…",
1,피네,,(어쩌구저쩌구)…그래서 지금은 괜찮다. 오케이?,
1,player,,어…응!,
1,player,,(사실…잘 이해가 안 되지만 왠지 맞는 것 같아),
1,*,next,,2
2,피네,,"흐음…아, 그렇지. 저 망원경 좀 봐도 돼? 예전부터 궁금했어서 말야. 내가 여기로 올 수 있는 이유도 저것 때문인 것 같고.",
2,player,,"응, 괜찮아! 그대신…조심해서 다뤄야 돼. 알았지? ",
2,player,,"다루는 법은 할아버지께 간단하게 배워서 알고있지만, 고장나면 고칠 수가 없으니까…",
2,피네,,"오케이, 오케이. 그런 것 정도라면 맡겨달라구.",
2,피네,,"오호, 이게 이렇게…여기는 별다른 특이사항이 안보이는데…흠, 흐음…이 집이랑도 연관이 있는건가? 아니면 폴라리스…?",
2,피네,,"잠시만, 뭐 좀 물어봐도 돼?",
2,player,,어? 응.,
2,피네,,"처음 본 게, 폴라리스였다고 했지? 그때 이야기를 다시 해 줄 수 있을까?",
2,player,,"음…정확히 다 기억나진 않지만, 알았어.",
2,player,,그날 저녁 무렵에...,
2,*,next,,-1
