phase,talker,behaviour,dialogue,nextPhases
0,???,,"아, 아, 들려요?",
0,???,,"...가 아니잖아? 세상에, 완전 대성공이야!",
0,*,select,"아, 안녕하세요...|누, 누구세요?",1|2
1,???,,"좋아, 여긴 어디지? 넌 누구고? 흠흠, 아니지, 당신은 누구시죠?",
1,*,next,,2
2,고리 성운,,"아차차, 정신 차려야지. 제 소개부터 하자면…간단하게 ‘피네’라고 불러주십쇼.",
2,player,,"앗, 괜찮아요! 편하게 이야기하세요.",
2,고리 성운,,에이…아무리 권유를 받았다지만 대뜸 그럴 순 없죠.,
2,고리 성운,,"생각해보세요. 하늘에 떠있는 별들은 저보다 어려보이는데 사실은 우주 태초의 별빛, 아니면 그 반대가 부지기수라고요.",
2,고리 성운,,게다가 이정도로 신기하고 멋진것들이 가득 들어차있는 곳에 있는 당신이 평범해보이지는 않는데 말입니다.,
2,고리 성운,,"아 그래 맞아, 이럴때 단골손님을 잡아둬야...",
2,고리 성운,,혹시 뭔가 부족한건 없으신지? 실제보다 더 실제같은 초상화부터 세상에 존재하나 싶은 기계 제작까지 대금만 치르면 바로…,
2,player,,"아니, 아니, 아니, 괜찮다니까요! 그리고 여긴 제 집도 아니에요...할아버지가 계실때는 종종 왔지만, 그 이후에 별로 와 본 적도 없고…그리고…",
2,고리 성운,,"앗, 그렇군요…그, 그리고?",
2,player,select,"부담스러워요...그런거...|친구가 생기는게 더 좋아, 요...",3
3,고리 성운,,......,
3,고리 성운,,"그건…제가, 아니 내가.",
3,고리 성운,,"하하, 어색하네. 그래, 잘 부탁해.",
3,*,next,,-1
