phase,talker,behaviour,dialogue,nextPhases
0,player,,안녕하세요.,
0,스피카,,"안녕, 꼬마아가씨?",
0,player,,응? 스피카 언니. 목소리가 조금 바뀐 거 같아요.,
0,스피카,,"어, 그래? 나름 숨긴다고 숨겼는데......",
0,스피카,,사실 요새 통 못 자서......,
0,player,,못 주무셨다구요?,
0,스피카,,응응. 너랑 만난 것도 인연이라는 생각이 들어서 곡을 써보고 있거든.,
0,스피카,,근데 생각보다 잘 안 써져서......,
0,player,,피곤해서 그런 거 아닐까요?,
0,스피카,,하하. 그럴 수도 있겠네.,
0,스피카,,사실 나도 이렇게까지 안 잘 줄은 예상하지 못했어.,
0,스피카,,이번에 곡을 쓰는 건 처음 해보는 거거든.,
0,스피카,,꽤 오랫동안 기타를 치고 노래를 해왔는데도 막상 내가 쓴다고 하니까 또 다른 거 있지?,
0,스피카,,게다가 곡을 쓰면서 내가 집착이 좀 있다는 사실도 깨닫고 말이야.,
0,player,,집착이요?,
0,스피카,,응. 한 곡을 다 써야 잠을 편히 잘 수 있겠더라.,
0,스피카,,한 번 억지로 자려고도 해봤는데 잠이 잘 안오는 거 있지?,
0,스피카,,잠을 자도...... 하암...... 금방 깨고 말이야.,
0,스피카,,그리고...... 요새 자꾸 이상한 꿈을 꿔서 말이야.,
0,player,,이상한 꿈이요?,
0,스피카,,내 아이돌 시절 있었던 일들과 관련된? 그런 꿈들을 자꾸 꾸게 되는 거 있지.,
0,player,,아이돌'을 하면 유명해지니까 좋은 거 아닌가요?,
0,player,,게다가 스피카 언니는 기타가 재밌어서 치시는 거라고 하셨으니까 노래를 좋아하시는 거 같은데......,
0,player,,그럼 아이돌 관련해서 꾸는 꿈은 좋은 꿈 아닌가요?,
0,스피카,,후후. 글쎄......,
0,스피카,,항상 좋은 일만 있었다면 또 모르겠지만......,
0,스피카,,어쨌든 피곤해서 생각이 안나는 건 우리 꼬마아가씨 말이 맞는 거 같네. 한 번 자려고 노력해봐야겠다.,
