phase,talker,behaviour,dialogue,nextPhases
0,스피카,,"안녕, 또 왔어.",
0,player,,안녕하세요? 잘 주무셨나요?,
0,스피카,,응. 엄청 피곤했나봐. 악몽도 안꾸고 오랜만에 푹 잤어.,
0,player,,음...... 그...... 저기...... 악몽 얘기가 나와서 말인데요......,
0,스피카,,후훗. 그 뒷 이야기가 궁금한거구나?,
0,,,(소녀는 말없이 또 고개를 끄덕였다.),
0,스피카,,우후후. 귀여워라. 알았어. 마저 해줄게.,
0,스피카,,어디까지 얘기를 했었더라?,
0,player,,다른 문제가 있었다는...... 얘기까지......,
0,스피카,,아...... 가장 중요한 부분에서 얘기가 끊겼었구나.,
0,스피카,,꼬마숙녀님한테 얘기해도 되는 내용인가 싶긴 하지만......,
0,스피카,,얘기를 해주겠다고 했으니 안 하는 것도 예의는 아니겠지?,
0,스피카,,"처음에는 나를 데리고 온 기획사 사장님이 잘해줬어. 먹고 싶은 거, 사고 싶은 거...... 다 얘기하라고 했지.",
0,스피카,,나는 성격이 조금 나아지긴 했어도 소심해서 그런거 있어도 잘 얘기 못했지만 말이야.,
0,스피카,,오디션 프로그램에 출현했었던지라 금방 유명해졌고 해야하는 일들도 늘어나기 시작했어.,
0,스피카,,게다가 기획사에서는 점점 나에게 더 힘든 일들만 시켰어.,
0,스피카,,나중에 얘기를 들어보니까 내가 사장님한테 무슨 미움? 같은 걸 받은 모양이야.,
0,스피카,,음...... 어떻게 설명을 해주면 좋을까......,
0,스피카,,"아, 그래. 선생님이 독후감 숙제를 내주셔서 열심히 해갔는데 선생님이 자기가 생각한 독후감 내용이 아니어서 엉터리라고 하면 우리 꼬마아가씨는 어떤 기분이 들 것 같아?",
0,player,,음...... 기분 나쁠 거 같아요. 저는 열심히 책을 읽고 썼는데 엉터리라고 하면 속상할 거 같아요.,
0,스피카,,아무래도 그렇겠지? 열심히 써갔으니까 칭찬을 들을거라고 생각했는데 말이지.,
0,스피카,,그 사장님도...... 약간 그런 선생님같은 사람이었어.,
0,스피카,,일을 하고 와도 그 사장님 마음에 들지 않으면 꾸중을 하는...... 그런 사람이었지.,
0,player,,나쁜 사람이네요. 힘든 일들을 시킨 건 본인이면서!,
0,스피카,,신기하지? 그냥 본인이 생각한대로 하지 않았다고 해서 미움을 사게 되다니 말이야.,
0,스피카,,"그런 것들을 버티기에는 어린 나에겐 너무 힘든 일이었고, 결국 부모님한테 더 이상 못 하겠다고 한창 떼를 쓰고 나서야 기획사를 나올 수 있었어.",
0,스피카,,이렇게 돌이켜보면 고생한 일들 뿐이었지만 그래도 그런 경험을 하면서 한 가지 얻은 건 있단다.,
0,player,,얻은 거요?,
0,스피카,,그 때 처음으로 가수가 되고 싶다는 꿈을 꾸게 되었어.,
0,스피카,,아이돌은 다시 생각을 해봐도 나랑은 안맞는 거 같아. 하지만 노래를 부르는 건 꽤 재미있었어.,
0,스피카,,처음 기타를 만졌을 때...... 그 때와 같은 감정이 처음 노래를 할 때 느껴지는 거 있지.,
0,스피카,,그 때 깨달았지. 내 꿈은 가수라는 걸 말이야.,
0,스피카,,이런 얘기까지 네게 하게 될 줄은 몰랐네......,
0,스피카,,졸렸을텐데 다 들어줘서 고마워.,
0,스피카,,나도 얘기하고 나니까 다시 잠이 오는 거 같네. 마음이 편해져서 그런가봐.,
0,스피카,,다음에 또 올게.,
