phase,talker,behaviour,dialogue,nextPhases
0,player,,궁금한 게 있는데요.,
0,금성,,뭔데?,
0,player,,언니처럼 여기에 찾아와서 대화할 수 있는 별들은 정해져 있는 건가요?,
0,금성,,그건 나야 모르지. 내가 모든 별을 알 수는 없으니까.,
0,금성,,갑자기 그게 왜 궁금해졌어?,
0,player,,행성들도 이렇게 만날 수 있다면 위성도 만날 수 있는 게 아닌가 해서요. 하지만 위성은 한 번도 본 적이 없어요.,
0,금성,,…….,
0,player,,"아, 혹시 사람과 이야기하는 게 불가능해서 그런 걸까요?",
0,금성,,할 수 있어.,
0,player,,네?,
0,금성,,충분히 대화할 수 있다고. 위성도. 왜 만나지 못하는지는 모르겠지만.,
0,*,Select,하지만 언니는 위성이…….|다른 분들의 위성을 만나본 적 있는 건가요?,1|2
1,금성,,위성이 없다고?,
1,금성,,그렇지. 지금은 없으니까.,
1,*,Next,,3
2,금성,,"뭐, 목성 오빠랑 토성 언니 주변에 많다고 들었지만 만난 적은 없어.",
2,금성,,아마 걔들도 자기 근처에 있는 목성 오빠나 토성 언니하고만 대화할 거고.,
2,*,Next,,3
3,금성,,"음, 분위기가 우울해졌네. 그렇지?",
3,금성,,"에이, 이러려고 온 거 아닌데. 오늘은 사진을 주려고 만난 거잖아?",
3,금성,,"자, 여기. 뽑으니까 더 예쁘지?",
3,,,(사진에는 환하게 웃고 있는 금성과 내가 찍혀있다.),
3,player,,사진 찍는 거 많이 좋아하시나 봐요.,
3,금성,,음? 그래 보여?,
3,player,,"어, 행동을 보고 안 건 아니에요. 행동에서도 티가 나긴 하지만.",
3,금성,,그럼 왜 그렇게 생각하는 거야?,
3,player,,"어, 그게…….",
3,금성,,"아, 혹시 말하고 싶지 않다면 괜찮아!",
3,player,,"아니에요. 모르는 척 넘어가려고 했지만, 양심에 찔려서 그냥 말할게요.",
3,player,,저번에 사진을 볼 때 다른 사진들을 봐버렸어요. 근데 사진들이 조금 많은 것 같더라고요.,
3,player,,보통 사람들보다 조금 많이요.,
3,금성,,"아, 뭔 일만 생겨도 사진을 찍으니 어느새 그렇게 쌓였나 보네.",
3,금성,,사소한 일에도 기록을 남기는 게 습관이 됐거든.,
3,금성,,지금 사소한 일도 나중에는 그렇지 않을 수 있으니까.,
3,player,,네?,
3,금성,,진지하게 받아들이지 마. 그냥 그럴 수 있다고.,
3,금성,,그래도 그렇게 생각될 정도로 많이 쌓여있을 줄은 몰랐네.,
3,금성,,슬슬 사진 정리 좀 해야겠다.,
3,player,,제가 사진을 본 게 기분 나쁘진 않아요?,
3,금성,,"뭐, 앨범 확인하다 보면 실수로 볼 수도 있는 거잖아. 너무 신경 쓰지 마.",
3,금성,,그럼 나도 이만 쉬러 가야겠다. 너도 잘 쉬어. 몸조리 잘하고.,
