phase,talker,behaviour,dialogue,nextPhases
0,금성,,"오, 이런 곳도 있었네? 그동안 몰랐는데.",
0,player,,안녕하세요?,
0,금성,,안녕! 나는 금성이라고 해.,
0,금성,,넌 여기서 사는 거야? 엄청 재밌어 보이는 곳이네.,
0,player,,하늘 위가 더 신기할 것 같은데요.,
0,금성,,"에이, 뭐가 신기해. 위를 보든 아래를 보든 별만 보이는데.",
0,금성,,맞다. 날 부를 땐 금성 언니라고 하면 돼.,
0,*,Select,잘 부탁해요.|금성 언니?,1|2
1,금성,,나도 잘 부탁해!,
1,금성,,"자, 잘 부탁한다는 악수!",
1,*,Next,,3
2,,,(살짝 놀란 표정을 짓는다.),
2,금성,,바로 불러주는 거야? 진짜로 불러줄 줄 몰랐는데.,
2,금성,,"에이, 농담이야. 표정 풀어.",
2,금성,,언니라는 말 들으니까 기분 좋네. 다음에도 언니라고 부르는 거다?,
2,*,Next,,3
3,금성,,여기서 혼자 있으면 심심하겠다. 그렇지 않아?,
3,금성,,다음에 또 올게. 심심한 걸 달래주는 건 자신 있으니까!,
