phase,talker,behaviour,dialogue,nextPhases
0,금성,,나 왔어. 혹시 지금 바빠?,
0,player,,별로요.,
0,금성,,그렇다면 제 타이밍에 왔네! 다행이다.,
0,금성,,저번엔 미안. 말도 제대로 안 끝냈는데 울컥해버렸네.,
0,player,,지금은 괜찮아요?,
0,금성,,응. 걱정해준 덕분에.,
0,금성,,"음, 어디까지 얘기했더라?",
0,금성,,맞아. 내 위성으로부터 처음으로 언니라는 소리를 들었다는 이야기였지.,
0,*,Select,저보고 언니라고 부르라는 이유가 그것 때문이었나요?|언니라는 호칭을 좋아하나 봐요.,1|2
1,금성,,원래 친근한 호칭을 좋아해서 그래.,
1,금성,,금성님으로 부르는 것보다 의지해준다는 느낌이 확 들잖아?,
1,*,Next,,3
2,금성,,응. 나를 의지해준다는 게 느껴지니까.,
2,금성,,"그래서 네가 언니라고 불렀을 때 걔 생각에 눈물을 흘릴 뻔하긴 했지만, 한편으로는 무척 기쁘기도 했어.",
2,*,Next,,3
3,금성,,"태양계 가족 중에도 동생은 있었지만, 위성은 좀 달랐지.",
3,금성,,나만을 위한 존재가 생긴 느낌이라고 해야 할까.,
3,금성,,"하지만 너도 알다시피, 지금 내게는 위성이 없지.",
3,금성,,사람들 중 극히 일부만이 예전에 그 애가 있었다는 걸 기억하고 있고.,
3,금성,,"천문학자들의 말을 빌리자면, 내 주변을 돌고 있던 위성은 원래의 궤도를 벗어나면서 나와 충돌했어.",
3,금성,,그 충돌 이후로 그 애는 사라졌어. 당연한 일이지. 위성 자체가 없어졌으니.,
3,금성,,그 애를 잃어버리고 나서 제일 후회한 게 뭔지 알아?,
3,금성,,같이 있었던 시간을 기억할만한 물건이 아무것도 없다는 거야.,
3,금성,,누군가를 떠나보낸다는 생각 자체가 없을 정도로 다같이 긴 시간을 살다 보니 이별할 준비도 어떻게 하는지 몰랐던 거지.,
3,금성,,그 뒤로 깨달았어. 지금은 사소한 것처럼 보이는 것도 언젠가 소중해진다고.,
3,금성,,그리고 어느 순간에 그것과 이별할지 모른다고.,
3,금성,,심지어 나마저도 많은 시간이 흐르면 나와 이별해야겠지.,
3,금성,,그래서 나와 내 주변의 흔적을 더 많이 남겨두고 싶었어.,
3,금성,,"나를 위해서도, 내 주위의 모두를 위해서도.",
3,금성,,그 날 날씨는 어땠는지. 무얼 먹고 어떤 걸 즐겼는지.,
3,금성,,"내가 어떤 화장을 하고 무슨 옷을 입었는지, 다른 별이 어떻게 행동하고 어떻게 입었는지.",
3,금성,,그런 걸 다 찍어서 남기려다 보니 이렇게 많은 사진이 쌓이게 된 거지.,
3,player,,(무언가를 소중히 여기는 건 좋은 자세지만…….),
3,player,,"(역시, 뭔가 빠진 것 같아.)",
3,player,,금성 언니?,
3,금성,,응?,
3,*,Select,정말로 기억해두어야 하는 건 그런 게 아니지 않나요?|사진을 많이 찍는다고 소중했던 기억을 모두 담을 수 있나요?,4|5
4,금성,,정말로 기억해야 하는 것?,
4,*,Next,,6
5,금성,,하지만 사진으로 찍어두어야 그 순간을 정확히 담을 수 있는걸.,
5,금성,,오랜 시간이 지나면 기억은 변질되니까.,
5,*,Next,,6
6,player,,소중한 사람과 보냈던 추억에서 중요한 건 사진에 담기지 않아요.,
6,player,,그때 내가 느꼈던 기분. 그 순간에 든 감정. 자신을 향한 찰나의 표정.,
6,player,,모두 사진으로 담기엔 어려운 것들이잖아요.,
6,player,,사진에만 집착하다 보면 오히려 이런 것들을 놓치고 말 거예요.,
6,금성,,"……음, 있잖아.",
6,금성,,"솔직히 말하면, 네 이야기를 들으면서 반박할 말을 고민했는데,",
6,금성,,"조금 분하지만, 맞는 말이라 하나도 트집을 못 잡겠네.",
6,금성,,맞아. 그 애를 잃은 뒤로 너무 사진 찍는 거에만 집착하느라 정작 그 순간을 즐기지 못할 때가 많았지.,
6,금성,,그래도 아직은 계속 사진을 찍지 않으면 기억하지 못할까 불안한걸.,
6,금성,,하지만 네 말은 명심할게. 무언가 좋게 바뀔지도 모르니까.,
6,금성,,시간이 늦었다. 난 이만 돌아가볼게. 무거운 이야기 들었다고 어색하게 대하지 말고?,
