phase,talker,behaviour,dialogue,nextPhases
0,아크투루스,,다음 공연장은 여기…… 가 아닌가 보네.,
0,아크투루스,,아이씨…… 분명 잘 찾았는데……,
0,player,,안녕하세요?,
0,아크투루스,,"오! 안녕, 꼬마? 미안한데, 여기가 어딘지 알 수 있니?",
0,player,,여기요? 음…… 여기는 저희 집이라고 얘기 드리면 되나요?,
0,아크투루스,,"아니, 그게 아니라.",
0,player,,그럼 여긴 지구예요. 좀 더 크게는 태양계라고 부르는 곳이고요.,
0,아크투루스,,"태양계? 이런, 맙소사……",
0,아크투루스,,이래서 999호 직행 기차는 타면 안 된다니까…… 탔을 때 졸지 말았어야 하는 건데……,
0,아크투루스,,"…… 어, 난데. 나 오늘 공연 조금 늦게 갈 거 같다고 얘기 좀 해줘. 어, 나중에 한 턱 쏠게. 어~",
0,player,,누구한테 연락하신 거에요?,
0,아크투루스,,"아, 별 건 아니고 공연에 조금 늦을 거 같으니 시간 좀 벌어달라고 얘기했어.",
0,아크투루스,,"어차피 태양계에선 시간이 느리게 가니까…… 에잇, 이참에 좀 쉬었다 가야겠다!",
0,player,,네? 공연이 있으시면 바삐 가셔야 하는 거 아니에요?,
0,아크투루스,,아~니! 여기 온 김에 쉬었다 가야겠어!,
0,아크투루스,,"애초에 피곤하지 않았으면 졸지도 않았을 거고, 그럼 내가 잘못 내리는 일도 없었겠지!",
0,아크투루스,,방금 그렇게 결정했으니 토는 달지 말도록!,
