phase,talker,behaviour,dialogue,nextPhases
0,아크투루스,,아이씨…… 거 되게 단단히 붙는 거로 보냈네…… 어디 보자……,
0,player,,안녕하세요!,
0,아크투루스,,우왓! 깜짝이야!,
0,player,,어? 아크투루스 씨. 그거 어제 붙였던 해골 스티커 아니에요?,
0,아크투루스,,"어? 어, 응. 맞아.",
0,player,,근데 왜 떼어내고 있어요? 어제 하트 마크는 락 스피릿에 맞지 않는다고 붙여버리지 않으셨나요?,
0,player,,보는 제가 기타가 부서지지 않을까 생각들 정도로 세게 쳐서 붙이셨잖아요.,
0,아크투루스,,뭐라고? …… 하하! 이런. 그렇게 단단하게 붙어있었던 이유가 나 때문이었던 건가.,
0,,,(아크투루스는 멋쩍은 듯 뒤통수를 긁적거렸다.),
0,player,,뭔가 사연이라도 있는 건가요?,
0,아크투루스,,"아, 뭐, 별거 아니야, 꼬마 숙녀님. 그냥 유치한 애정 놀음 같은 거지.",
0,player,,애정 놀음…… 이요? 저번에는 첫 팬이 준 거라고……,
0,아크투루스,,내 여자친구.,
0,player,,…… 네?,
0,아크투루스,,그 아이가 내 첫 팬이었어. 지금은 아니지만.,
0,아크투루스,,그 아이는 나의 모든 걸 좋아했어.,
0,아크투루스,,딱 하나 빼고 말이야……,
0,아크투루스,,"그 아이는 내가 음악, 그중에서도 락을 하는 걸 엄청 싫어했어.",
0,아크투루스,,"마치 네가 첫날 나한테 보였던 반응처럼, 그 아이도 그 시끄러운 음악을 왜 하냐고 물었지.",
0,아크투루스,,하지만 난 내 음악에 자부심을 가지고 있었어.,
0,아크투루스,,단순히 음악을 잘한다는 자부심이 아니야. 내가 가진 자부심은 락 음악 자체에 대한 자부심이란 말이지.,
0,아크투루스,,내가 락 음악을 잘한다고 생각한 적은 한 번도 없어.,
0,아크투루스,,오히려 아름다움을 표현 못 해서 항상 어떻게 하면 더 표현을 잘 할 수 있을까 끙끙거리는걸.,
0,아크투루스,,근데 걔한테는 아름다움을 표현하려는 노력이 그냥 소음으로만 들렸나 봐.,
0,아크투루스,,그 음악을 계속하고 싶으면 헤어지자고 얘기를 하더라고.,
0,아크투루스,,다양한 노래 중에 특히 사랑을 주제로 하는 노래를 부르면서 종종 웃겼던 적도 있었지.,
0,아크투루스,,가끔 말도 안 되는 이유로 헤어지자고 얘기하는 가사들이 몇몇 있어서 이런 일이 정말 있겠어 하고 생각했었거든.,
0,아크투루스,,근데 그런 일이 나한테 일어났으니…… 기가 막히더라고!,
0,아크투루스,,"어쨌든 나는 이 음악들을 버리고 싶지 않았고, 그래서 헤어졌지.",
0,아크투루스,,지금도 가끔 그런 여자친구는 다시 만나기 힘들 텐데 생각도 하고.,
0,아크투루스,,"하지만 나는 그 정도로 락 음악이 좋았고, 지금도 그만큼 좋아.",
0,아크투루스,,그래서 락 음악을 선택한 거에 후회하거나 하지는 않고 말이야.,
