phase,talker,behaviour,dialogue,nextPhases
0,크라즈,,우후후후후…….,
0,player,,갑자기 뭐에요? 좋은 일이라도 있으신건가요?,
0,크라즈,,응! 엄청 좋은 일이 생겼어!,
0,player,,갑자기 돈이라도 엄청 버셨나요?,
0,크라즈,,응!,
0,player,,그걸로 어디 뭐 좋은 곳에 쓰실 생각이신가요?,
0,크라즈,,응. 고아원에 기부할건데?,
0,player,,"아, 그러신가요. 잘 됐네요.",
0,player,,"자, 이제 진짜 웃고 있었던 이유를 들려주세요. 뭐 때문에 웃고 계셨던 거에요?",
0,크라즈,,응? 내가 얘기한 그대로인데?,
0,크라즈,,"유리…… 그러니까, 청금석을 좀 팔았더니 많은 돈은 아니지만 어느 정도 기부할만한 돈은 생겼어.",
0,player,,…… 네?,
0,크라즈,,"이 청금석들, 전부 내가 기부하려는 그 고아원 근처에서 주운 거야.",
0,크라즈,,나름 귀하다면 귀한 보석인데도 거기 있는 별들은 그냥 파란 돌이라고 생각하나 보더라고.,
0,크라즈,,하긴 그 어려서부터 푸른 돌들을 계속 봐왔을테니 남들은 이걸 귀하다고 여길 거라고 생각하긴 힘들지.,
0,크라즈,,정작 웃긴 거는 이 보석에 둘러쌓여서 있는 고아원이 돈이 없어서 운영 위기에 처해있다는 점이야.,
0,크라즈,,웃기지 않니? 주변 돌들이 보석인줄 모르고 돈이 부족하다고 얘기하는 게 말이야.,
0,크라즈,,그래서 그 상대적 귀중함을 조~금! 이용해서 어려움을 덜어주려 하고 있었지.,
0,player,,그냥 고아원 주인한테 귀한 보석이라고 말해주면 되지 않을까요?,
0,크라즈,,아. 그런 방법이 있었네.,
0,player,,…… 조금만이라도 놀라는 연기라도 해주시면 안될까요? 평소에는 그렇게 연기를 잘했으면서.,
0,크라즈,,"미안, 미안. 하지만 고아원 얘기만 나오면 좀 진지해져서 말이야.",
0,크라즈,,"뭐, 그런 방법을 생각 안 해본건 아닌데…… 그럴려면 몇가지 문제가 있어.",
0,크라즈,,"우선, 그 사람들은 모든 돌들이 그런 청금석이라고 생각하는 사람들이야.",
0,크라즈,,외부인인 내가 백날 이 돌이 귀한 돌이라고 떠들어봐야 그 사람들은 날 미친 사람 취급밖에 안 할걸?,
0,크라즈,,그리고 만에 하나 누군가가 이게 진실임을 알았다고 치자고.,
0,크라즈,,"마음 좋은 사람이라면 다른 동네 사람들에게 정보도 나누고, 고아원도 돈이 부족할 일은 없겠지.",
0,크라즈,,하지만 그 사람이 이기적이고 나쁜 사람이라면? 푸른 돌은 돈이 된다는 정보를 자기 혼자만 알고 있으려 한다면?,
0,크라즈,,어떻게든 좋은 방향으로 끝나진 않을 거야. 최악의 경우엔 그 사람이 마을을 자기 맘대로 할 수도 있고 말이야.,
0,player,,그 사람이 크라즈 같이 좋은 방향으로 생각할 수도 있는 거잖아요?,
0,크라즈,,안타깝게도 나는 다른 별들을 그렇게 신뢰하진 않아서 말이야. 몇몇 별들을 빼면 모든 별들이 나만큼은 거짓말한다고 생각하거든.,
0,크라즈,,"누군가한테 맡기기엔 내가 불안해서, 나는 이걸로 계속 돈을 모으고 있었던거야. 겸사겸사 다른 데서 얻는 돈도 좀 보태는 거고.",
0,크라즈,,흐음…… 근데 네 눈은 아직도 못 믿겠단 눈치구나?,
0,player,,솔직히…… 네. 여태까지 들었던 얘기들과는 꽤 반대되는 얘기인거 같아서요……,
0,크라즈,,히힛! 못 믿겠다해도 어쩔 수 없지! 나도 딱히 설득시킬 생각 없고.,
0,크라즈,,"너가 '아, 저 사람도 저런 면이 있었네?'하고 알아주면 좋겠지만 첫인상이라는 건 쉽게 안 바뀌니까 말이야.",
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
