phase,talker,behaviour,dialogue,nextPhases
0,player,,휴…… 지쳤어……,
0,???,,"자, 손수건.",
0,player,,"아, 감사합니…… 다?!",
0,???,,후훗. 이제야 이쪽을 봐주는구나?,
0,player,,"우와아아앗! 언제 들어오신 거에요?! 그것보다도! 누, 누구세요?",
0,크라즈,,나? 음…… 적당히 '크라즈'라고 불러주면 되려나……?,
0,player,,적당히'요? 원래 이름은 그게 아닌 거에요?,
0,크라즈,,사람마다 다르게 부르는 거 같긴 한데 일단 가장 유명한 건 이쪽이니까.,
0,크라즈,,그나저나 뭘 하는데 오는 것도 모르고 그렇게 열심이었던 거니?,
0,player,,"아, 별을 보고 있었어요.",
0,크라즈,,이 망원경으로 말이야? 흐음…… 그러고 보니 아까 들어오기 전에 반짝거리는 게 있었는데……,
0,크라즈,,그 반짝거리는 걸 팔면…… 얼마나 받을까?,
0,player,,반짝거리는 거라면…… 렌즈 말하는 건가요?,
0,크라즈,,응. 다른 데서는 저렇게 큰 거 안 쓰지 않아? 꽤 크니까 말이지.,
0,player,,"글쎄요…… 렌즈만 판다는 건 생각해본 적 없는데……가 아니라! 자, 잠깐만요! 팔 생각 없는데요!",
0,크라즈,,흐응~ 그래? 아쉽네.,
0,크라즈,,흐흠~ 흐흐흠~,
0,player,,방금…… 나 넘어갈 뻔했던 거였지?,
