phase,talker,behaviour,dialogue,nextPhases
0,player,,"앗, 안녕! 또 와 줬구나!",
0,폴라리스,,"응, 하고 싶은 이야기가 있어서.",
0,player,,그래? 어떤 이야기?,
0,폴라리스,,나…… 돌아가면 다른 별들한테 사과하고 다시 이야기해보려고 해.,
0,player,,사과한다고?,
0,폴라리스,,내가 지난번에 그림자가 때린 적 있다고 했지?,
0,player,,응.,
0,폴라리스,,"지금까지 그림자는 아무것도 아니라고, 신경 쓸 필요 없다고, 그러면서 다른 별들한테 바보 겁쟁이라고 화낸 것도 나니까.",
0,폴라리스,,그래…… 틀린 건 나였으니까. 함부로 말한 것도 나였고. 그래서 사과해야 할 것 같아.,
0,*,Select,폴라리스는 용감하구나.|다들 기뻐해줄 거야.,1|2
1,폴라리스,,고마워. 사실 사과하기 전에 너랑 이야기하면 좀더 용기를 얻을 수 있을 것 같아서 와 봤어.,
1,폴라리스,,"나는 별들의 왕인데, 다른 별들의 이야기를 듣기 위해 언제까지 너한테 부탁할 수만은 없으니까.",
1,*,Next,,3
2,폴라리스,,정말 그럴까?,
2,player,,그럼. 사실 다른 별들도 폴라리스랑 잘 지내고 싶은데 먼저 이야기를 못 꺼내고 있는 거겠지.,
2,폴라리스,,그렇다면 다행인데…….,
2,*,Next,,
2,player,,별들도 폴라리스 같은 왕이 있어서 다행이라고 생각할 거야.,
3,폴라리스,,……고마워.,
3,player,,"음, 근데, 있잖아…… 그러면, 폴라리스가 다른 별들이랑 다시 이야기할 수 있게 되면.",
3,player,,나는 이제 하늘을 볼 이유가 사라지는 걸까?,
3,폴라리스,,그럴 리가 없잖아? 너는 별들 사이에서는 특별한 손님이니까. 누군가와 이야기하고 싶으면 언제든 하늘을 봐줘.,
3,player,,헤헤…… 다행이야.,
3,폴라리스,,마침 얼마 전까지 그림자로 덮여 있던 영역이 밝아졌어. 그쪽에 사는 새 별들도 있지.,
3,폴라리스,,그 친구들하고도 새로운 이야기를 할 수 있지 않을까?,
3,player,,그림자가 저절로 사라졌다고?,
3,폴라리스,,"저절로……라고 해야 하나? 전에 혼쭐이 나긴 했지만 가만히 있을 수는 없다고 생각해서, 조심스럽게라도 탐험을 좀 해 봤거든.",
3,폴라리스,,그랬더니 근처에 있던 그림자가 사라졌어.,
3,player,,"와, 그렇게 계속하면 하늘을 다시 완전히 밝힐 수도 있겠네!",
3,폴라리스,,앞으로도 이렇게 된다는 보장은 없지만 말이야.,
3,player,,그럼 그 별들한테는 내가 물어볼게!,
3,폴라리스,,"고마워. 그럼, 다음에 다시 만날 때까지…… 잘 지내.",
