phase,talker,behaviour,dialogue,nextPhases
0,폴라리스,,다행이야…… 기억해 줬구나.,
0,player,,폴라리스! 어떻게 된 거야? 하늘이 다시 좁아지고 있어!!,
0,폴라리스,,내가 네가 이곳을 떠날 시간이 다가온다는 이야기를 했지. 때가 된 거야.,
0,player,,이렇게 갑작스럽게?,
0,폴라리스,,영원히 여기에 있을 수는 없어. 네가 계속 여기 머무르려고 하면 결국 혼자가 되고 마는걸.,
0,player,,"그치만 혼자가 아닌걸. 별들도 있고, 폴라리스도 있잖아.",
0,폴라리스,,"하늘이 어두워지는 건 아까 봤지? 그건 이젠 돌아오지 않아. 네가 여기서 볼 수 있는 건 나뿐이야, 그리고…….",
0,*,Select,그리고……?|폴라리스의 정체는…….,1|1
1,폴라리스,,"나는 너, 그리고 너는 나.",
1,폴라리스,,"모든 별들이 한때 다른 곳에서 살다가 별이 된 것처럼, 나는 별이 되기 전에 너였어.",
1,player,,"혼자가 된다는 게, 그런 뜻이구나…….",
1,폴라리스,,후후. 네가 여기 처음 찾아왔을 때 기억나?,
1,player,,"왠지 흐릿하지만, 기억나는 부분은…… 슬프고, 마음이 아파서…… 도망쳐 온 거였지.",
1,player,,"아! 그러고 보니, 바깥은 어떻게 된 거지? 시간이 얼마나 지났는지도 모르겠어.",
1,폴라리스,,시간은 전혀 지나지 않았어. 그러니까 바깥 세상은 네가 여기에 처음 왔을 때랑 똑같은 상태지.,
1,player,,"그, 그래? 그렇게 들으니까…… 겁이 나. 밖으로 나가서 또 그렇게 되면 어떡해?",
1,폴라리스,,"걱정하지 않아도 돼. 바깥은 그대로지만, 너는 그동안 많이 달라졌잖아?",
1,player,,내가 달라졌어?,
1,폴라리스,,"네가 만나 본 수많은 별들, 전부 모습도 다르고 성격도 달랐지? 별이 되기 전의 삶도 제각각이고.",
1,폴라리스,,그 별들의 이야기를 들으면서 모은 기억의 조각…… 그게 네가 앞으로 살아가도록 도와줄 거야.,
1,player,,"기억의, 조각…….",
1,폴라리스,,"너의 세상에는, 네가 여기 처음 와서 하늘을 봤을 때처럼, 잘 모르는 사람들로 가득할 거야.",
1,player,,그림자처럼?,
1,폴라리스,,맞아. 다 똑같아 보이지만 조심스럽게 다가서 보면 전부 다른 모습을 드러내겠지.,
1,폴라리스,,너무 급하게 다가가도 안 돼. 무작정 두려워할 필요도 없어. 앞으로 살아가면서 점점 익숙해질 거야.,
1,player,,"내가, 그럴 수 있을까?",
1,폴라리스,,억지로 모두와 친해지려고 하지 않아도 돼.,
1,폴라리스,,"네가 처음 온 날처럼…… 너를 아프게 한 사람처럼, 누군가는 너와 맞지 않을지도 몰라.",
1,폴라리스,,"그래도 괜찮아. 네가 앞으로 마주할 사람은 하늘의 별만큼 많고, 그 중에는 아픔을 딛고 일어설 용기를 주는 사람도 있을 테니까.",
1,player,,……고마워.,
1,player,,안녕.,
