phase,talker,behaviour,dialogue,nextPhases
0,폴라리스,,그동안 잘 지냈어? 투반 씨나 고양이는 반응이 어때?,
0,*,Select,굉장히 개성이 뚜렷하더라.|그림자 이야기는 안 하던데?,1|1
1,폴라리스,,그래? 그렇구나…… 다들 이제 그림자에는 관심이 없나 보네.,
1,player,,그런데 다같이 하늘에서 살고 있는 거면 폴라리스가 직접 이야기해도 되지 않아?,
1,player,,"별들과 이야기하는 건 즐겁지만, 나만 할 수 있는 일이라고 했던 이유를 잘 모르겠어서.",
1,폴라리스,,"아, 그게…… 너랑 만나기 전에 말다툼을 심하게 해서 이젠 다들 날 싫어해.",
1,player,,그래? 무슨 일인데?,
1,폴라리스,,난 저 그림자를 딱히 신경 쓸 필요는 없다고 생각해. 그대로 놔두고 평소처럼 마음껏 하늘을 돌아다니면 그만이잖아?,
1,폴라리스,,하지만 다른 별들은 그렇지 않은 것 같아…… 정말 이상하지. 영원히 이대로 갇혀 있어도 좋다는 걸까?,
1,*,Select,그렇구나. 나도 저 그림자가 궁금해.|뭔지도 모르는데 무서워서 그런 거 아닐까?,2|3
2,폴라리스,,너도 똑같구나. 알지도 못하면서 무조건 무섭다고만 말하다니.,
2,player,,모르는 건 당연히 무섭지 않아?,
2,폴라리스,,그럴 수도 있지. 하지만 그럴 때마다 도망만 치면 하늘은 점점 좁아지고 말 거야.,
2,폴라리스,,난 이 상황에서도 가만히 있겠다는 별들이 너무 답답해.,
2,player,,"음, 그것도 일리가 있네.",
2,*,Next,,3
3,폴라리스,,"뭐, 그래도 우리는 나아가야 한다는 사실을 다들 언젠가는 깨닫게 될 거야.",
3,폴라리스,,그림자는 나쁘지 않아. 오다가 우연히 살짝 스쳤는데 꾸물꾸물하면서 반응도 한다구. 아무 문제도 없었어. 다들 겁쟁이라니까.,
3,player,,"와아, 폴라리스는 용감하구나.",
3,폴라리스,,그림자에 대해서 좀더 많이 알게 되면 다른 별들도 내 생각을 따르게 될 거야.,
3,폴라리스,,"아, 그래! 그 전까지 네가 다른 별들과 좀더 이야기해서 설득해주는 건 어떨까? 그럼 일이 좀더 쉬워질 것 같아.",
3,player,,그럴까? 문이 열릴 때까지 기다리는 동안 달리 할 수 있는 것도 없으니까.,
3,폴라리스,,고마워. 요즘 외로웠는데 덕분에 기운이 조금 나는 것 같아.,
3,player,,도움이 됐다니 다행이야.,
3,폴라리스,,"아, 아쉽지만 난 자리를 너무 오래 비우면 안 돼. 슬슬 돌아가야겠어.",
3,폴라리스,,"네가 다른 별들과 충분히 이야기하고 나면, 그때 다시 찾아올게.",
3,player,,"그래, 또 보자.",
3,*,Next,,-1
