phase,talker,behaviour,dialogue,nextPhases
0,안타레스,,으으……  계속 고민해봤지만 결국 머리만 아프고 남을지 나갈지는 결정하지 못했군……,
0,안타레스,,이대로라면 역시 오리온을 만나는 방법밖엔 없는 건가……,
0,player,,아! 안타레스 씨! 다시는 안 오시는 줄 알았어요.,
0,안타레스,,응. 결국 결정하지 못해서 말이야.,
0,안타레스,,"…… 저기, 하나만 물어보자. 주인이 명령한 일을 하지 않으면 큰일이 나지만 주인이 명령한 일을 수행하는 것도 또 다른 큰일을 부른다면……",
0,안타레스,,나는 이 일을 하는 게 맞았던 걸까? 안 하는 게 맞았던 걸까?,
0,player,,글쎄요…… 질문이 너무 어려운 거 같아요.,
0,안타레스,,"역시 그렇지? 아니다, 잊어버려라. 괜한 질문을 던져서……",
0,*,Select,…… 오리온 씨도 이해해주지 않을까요?|중요한 건 본인이 그 일을 선택한 이유이지 않을까요?,1|1
1,안타레스,,…… 뭐?,
1,player,, 저는 누군가에게 독을 쏴본 적도 없고 누군가가 쏜 독 때문에 죽을 뻔한 적도 없어요.,
1,player,,하지만 만약 독을 쏜 사람의 상황이 그러했다면……,
1,player,,그런 어려운 일에서 과감히 선택한 결과 이렇게 됐다고 설명해준다면……,
1,player,,벌어진 일에 대한 분노는 풀리지 않겠지만 왜 그런 일을 했는지 이해는 할 수 있을 거 같아요.,
1,player,,그렇게 된다면 훨씬 덜 화날 거 같구요.,
1,안타레스,,그러니까…… 이유가 있다면 상대방도 억울함을 조금은 덜 수 있을 거다…… 이런 거지?,
1,player,,네. 그 이유는 상대방…… 오리온 씨도 인정할 수 있을 만한 이유여야 할 거고요.,
1,안타레스,,으음…… 좋아. 원하는 질문에 대한 답은 아니었지만…… 덕분에 어떻게 하면 좋을지 조금은 보인다.,
1,안타레스,,밖에 나가봐야 나한테 복수하고 싶어하는 사람은 많으니 차라리 여기서 기다리겠어.,
1,안타레스,,그리고 한 번 얘기해보겠어. 그녀가 어떻게 반응할지 기대되는구만.,
1,안타레스,,만약 이해를 못 해준다면…… 그때는 어쩔 수 없지.,
1,안타레스,,싸움을 거는 성격은 아니지만 대결을 피하는 성격도 아니라서 말이야.,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
