phase,talker,behaviour,dialogue,nextPhases
0,안타레스,,하아…… 여기도 푸른 거. 저기도 푸른 거.,
0,안타레스,,똑같은 풍경이 질려서 돌고 돌아 이쪽으로 왔는데 내다보면 결국 다른 게 없구만.,
0,player,,푸른 것들이요? 저 나무랑 풀들 얘기하시는 건가요?,
0,안타레스,,응. 여기 와서 가장 많이 본 게 저런 풀이랑 물일 거다. 그다음으로 많이 본건 그 망할 불빛이고.,
0,안타레스,,도대체 뭘 하려고 이렇게 물이랑 풀 같은 게 많은 거야?,
0,player,,그…… 글쎄요……,
0,안타레스,,"뭐, 그래도 다른 데선 저런 풀들은 볼 수 없으니 여기서나 많이 봐둬야지. 나 살던 곳을 생각하면 이런 풍경은 흔치 않으니까.",
0,player,,안타레스 씨가 살던 곳은 어땠나요?,
0,안타레스,,"저런 풀 한 포기, 물 하나 없는 메마르디 마른 땅이었지.",
0,안타레스,,환경이 척박해서 불만을 품은 사람들이 많았지만…… 왠 이상한 점쟁이가 그 곳을 '명당 중 명당'이라고 해서 말이야.,
0,안타레스,,거기에 홀랑 넘어간 촌장이 그냥 거기에 계속 자리를 잡고 있는 거야.,
0,안타레스,,지금은 떠날 사람들 다 떠나고 빈민가가 되었지만. 후우…… 거기 생활 생각하면 지금도 치가 떨리네.,
0,player,,그래도 고향이면 좋은 기억도 있지 않으신가요?,
0,안타레스,,"아니, 전혀. 오히려 나쁜 기억밖에 없고 앞으로도 나쁠 일밖에 없는 곳이야.",
0,*,Select,나쁜 기억밖에 없었다구요?|나쁠 일밖에 없다니…… 대체 무슨 일이 있었길래……,1|1
1,안타레스,,내가 격투장 생활을 했다고 했지? 돈 벌려고.,
1,안타레스,,나도 그 빈민가에서 살다 보니 먹는 걸 해결하는 것조차도 힘들더라고.,
1,안타레스,,마침 내가 살던 그 곳 근처에는 격투장이 있었어. 돈을 걸고 이긴 사람은 돈을 가지는 그런 곳이었지.,
1,안타레스,,처음엔 대충 하루 먹고 살 정도만 하자는 생각에서 격투기를 시작했어.,
1,안타레스,,내가 아무리 많이 이기는 날이더라도 나는 하루 동안 쓸 만큼 벌면 남들이 뭐라 그러든 집으로 돌아가곤 했지.,
1,안타레스,,"그런데 어느 날, 내가 다시는 그런 생활로 못 돌아가게 된 사건이 하나 있었지.",
1,안타레스,,"""빈민가의 신성이 전쟁의 신을 가볍게 쓰러뜨렸다."" 그 날 격투장에서 하루종일 들렸던 말이었어.",
1,안타레스,,"사실 룰을 허술하게 만든 격투장 녀석들 잘못이긴 했지만…… 어쨌든 난 격투장에서 자칭, 타칭 '전쟁의 신'으로 추앙받던 자를 쓰러뜨렸어.",
1,안타레스,,그 날 돈도 엄청 들어왔지만…… 다른 제안들도 엄청 들어왔어. 헤라와의 첫 만남도 그 중 하나였고.,
1,안타레스,,이 뒤로는 얘기 못 해줘. 전에도 얘기했다시피 무슨 일을 당할지 몰라서.,
1,안타레스,,어쨌든 나는 이후로 헤라랑 헤어지고 마을로 돌아가기로 했지.,
1,안타레스,,마을로 돌아가니까 다들 손에 뭔가 하나씩 들고 성대하게 환영식을 준비하고 있더라고.,
1,안타레스,,전부 내가 격투장에서 쓰러뜨렸던 녀석들이었어. 하나같이 나에 대한 복수심으로 불타는 녀석들만 모여있더라.,
1,안타레스,,덕분에 쫓기고 쫓겨서 여기까지 오게 된 거야. 내가 나쁜 기억만 가지고 있는 것도 이 때문이고.,
1,player,,돌아가도 또 쫓기시는 거군요……,
1,안타레스,,"뭐, 적어도 여기선 쫓길 일 없는거니. 그게 좋은 거지.",
1,안타레스,,…… 미안한 데 혼자 좀 있게 해줘. 갑자기 그때 생각하니 머리가 아프네.,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
