phase,talker,behaviour,dialogue,nextPhases
0,크라즈,,안녕~,
0,player,,"아, 안녕하세요……",
0,크라즈,,응? 뭐야? 썩 기분 좋은 표정은 아니네? 뭐 기분 나쁜 일이라도 있었어?,
0,player,,"아니요, 그건 아닌데…… 저번에 그 렌즈요……",
0,크라즈,,"응? 렌즈? 아~ 뭐야, 난 또. 왜? 가져다가 팔까봐?",
0,player,,처음 만났는데 그렇게 가져다 팔겠다고 얘기하는 별은 많지 않았거든요. 게다가 그 눈이 진짜 팔 것처럼 보였다구요.,
0,크라즈,,"아하하하! 미안, 미안. 내가 감정을 잘 못 숨긴다는 소리를 많이 들어~",
0,크라즈,,자~ 그럼! 슬슬 팔러 가볼까.,
0,player,,어? 온 지 얼마 안 되신거 아니에요? 벌써 가실려구요?,
0,크라즈,,응. 팔기로 한 물건이 있는데 산다는 별이 나타나서 말이지.,
0,크라즈,,그나저나 이거 엄~청 큰 물건이라 안 팔리지 않을까 했는데…… 이걸 산다고 하네. 도대체 어디 쓰려고 그러는 거지?,
0,*,Select,어떤 물건이길래요?|엄청 커서 안팔린다…… 잠깐만요.,1|2
1,크라즈,,으음…… 뭐라고 설명을 해줘야 하나?,
1,크라즈,,"너도 이름은 익숙히 들어봤을걸? 단단하지만 높은 열에서 녹일 수 있고, 여러 조각들로도 만들 수 있지.",
1,player,,단단하고 녹여서 조각으로 만든다…… 어? 설마!,
1,*,Next,,3
2,크라즈,,"응? 왜? 뭐, 문제라도 있어?",
2,player,,그거 혹시…… 저도 아는 건가요?,
2,크라즈,,음…… 이름은 많이 들어봤을걸? 단단하고…… 높은 열에서 가공해야하는…….,
2,*,Next,,3
3,player,,설마…… 아니죠?,
3,크라즈,,"아, 그나저나 구매자는 언제 오는 거야, 정말.",
3,크라즈,,그런 큰 유리는 무거워서 나도 가지고 있기 힘들다고…… 앗.,
3,player,,진짜 망원경 유리를 떼어오신 거에요?!,
3,크라즈,,앗! 잠깐! 근처에 다 온 거 같아! 안녕!,
3,player,,"자, 잠깐만요! 저 그거 없으면 별을 볼 수 없…… 가버렸어.",
3,,,(잠시 후),
3,크라즈,,나 왔어~ 후~ 역시 유리가 나름 벌이가 짭잘하네~,
3,player,,그렇게 팔아버리니 좋아요? 저는 제 취미를 뺏겨서 기분 안 좋은데요?,
3,크라즈,,그럼~ 솔직히 나는 왜 비싼 가격 주고 이런 걸 사는지 이해를 잘 못하겠지만……,
3,,,(크라즈는 주머니에서 푸른 돌을 꺼냈다.),
3,크라즈,,"뭐, 이런 사이즈라도 크다면서 사주니까…… 그걸로 됐나?",
3,player,,응? 혹시 그걸 팔고 오신거에요?,
3,크라즈,,"얘기했잖아? 유리가 무거워서 가지고 있기 힘들다고. 이거, 보기보다 무겁거든.",
3,player,,하지만…… 이건 유리가 아닌데요.,
3,크라즈,,"앗, 몰랐구나? 그냥 푸른 돌로 보일수도 있는데 이거, 청금석이야. 옛날 말로 '유리'라고도 하지.",
3,player,,네?! 그럼 팔고 왔다는 유리가……,
3,크라즈,,"응. 이거야, 이거. 내가 이런 거 하나는 기막히게 잘 찾아서 말이지.",
3,크라즈,,"인간들은 '라피스 라줄리'라고도 하는 거 같은데…… 이런 걸 사가는 내 고객님들은 다 나이가 수십억년씩은 먹은 할아버지, 할머니들이라서 말이지.",
3,크라즈,,"꼭 옛날 말로 해줘야 알더라고. 뭐, 인간들 입장에선 수천만년 나이먹은 나나 수억년 먹은 그 별들이나 별 차이 없게 느끼는 거 같긴 하지만.",
3,크라즈,,"그나저나 너, 그렇게 오해하는 버릇은 별로 좋지 않아. 내가 말한 유리가 뭐일줄 알고.",
3,player,,……. 죄송…… 해요.,
3,크라즈,,"뭐, 옛날 말로 얘기한 내 잘못도 있으니 이번 건 무승부로 하자.",
3,player,,네……,
3,player,,이상하다…… 분명 오해한 나도 잘못한 건 맞는데…… 왜 이렇게 억울한 느낌이지?,
