phase,talker,behaviour,dialogue,nextPhases
0,화성,,넌 화려한 옷은 싫어해?,
0,player,,화려한 옷이요?,
0,화성,,내가 지금 입은 옷 같은 거 말이야.,
0,화성,,다른 스타일을 시도해보는 건 어때? 나 같은 옷차림도 좋고.,
0,*,Select,취향이 아니라서요.|기회가 된다면요.,1|2
1,화성,,그럼 어쩔 수 없지.,
1,화성,,나중에 장신구라도 선물해주면 끼고 다닐 거야?,
1,화성,,받아두기만 해도 돼.,
1,*,Next,,3
2,화성,,그럼 내가 나중에 어울릴만한 장신구라도 선물해줄게.,
2,화성,,부담 가지지 말고.,
2,*,Next,,3
3,player,,그럴게요.,
3,화성,,나중에 부담스럽다고 안 받는 거 아니지?,
3,player,,받을 테니 걱정 마요.,
3,화성,,그럼 다행이고.,
3,player,,이런 옷차림을 좋아하세요?,
3,화성,,응. 멋있어 보이지 않아?,
3,화성,,뭔가 내 인상하고도 어울리는 것 같고.,
3,화성,,그래서 자주 이렇게 입고 다녀.,
3,player,,늘 치장하고 다니려면 힘드시겠어요.,
3,화성,,뭐 어때. 내가 원하는 모습인데……,
3,화성,,다른 사람들이 보기에 불편할 수도 있으려나?,
3,player,,아뇨. 잘 어울려요.,
3,화성,,그렇지?,
3,화성,,혹시 불편해서 그러나 했어.,
3,player,,다른 사람들이 그렇게 말한 적 있나요?,
3,화성,,그런 건 아냐.,
3,화성,,그래도 가족 중에 이런 식으로 옷을 입는 행성은 드무니까.,
3,화성,,난 이만 가볼게. 너무 별만 보고 있지 말고 좀 쉬어.,
