phase,talker,behaviour,dialogue,nextPhases
0,하말,,"있잖아, 만약 엄마가 별이 되어있는 거라면 다시 만날 수 있지 않을까?",
0,player,,별도 마음대로 돌아다닐 수 있어?,
0,하말,,"그렇게 자주 돌아다니진 않아. 사실 드물게 땅 위에서 인연이 있으면 가끔 만나러 가기도 한다는데, 난 주변에 있는 별 말고는 잘 볼 일이 없거든.",
0,하말,,근데 널 만난 뒤로는 조금 더 돌아다녀도 괜찮겠다는 생각이 들어.,
0,하말,,혹시 모르지. 우리 엄마가 말한 것처럼 엄마도 별이 되어있을지도.,
0,하말,,그래도 큰 기대는 안 해. 모든 사람이 별이 된다는 보장이 없으니까.,
0,하말,,"나 말이야, 언젠가 네 이야기도 들었으면 해.",
0,하말,,너와 얘기하면서 나는 훨씬 나아졌으니까.,
0,하말,,엄마를 생각하는 게 오히려 나를 힘이 나게 만들 정도로.,
0,하말,,그렇게 해줄 수 있지?,
0,*,Select,그렇게 할게.|기회가 된다면.,1|1
1,하말,,약속한 거다?,
1,하말,,오늘부터 좀 돌아 다녀봐야겠네. 당분간은 바빠지겠다.,
1,하말,,다음에 또 놀러올게!,
,,,,
