phase,talker,behaviour,dialogue,nextPhases
0,하말,,쿨…….,
0,*,Select,(건드려 깨운다.)|(가만히 기다린다.),1|2
1,하말,,"으엇, 미안! 기껏 놀러 와 놓고 푹 자고 있었네.",
1,*,Next,,3
2,,,(슬며시 눈을 뜬다.),
2,하말,,으앗!,
2,하말,,…잠들어서 미안.,
2,*,Next,,3
3,하말,,"으, 이제야 정신이 드네.",
3,하말,,넌 이런 곳에서 뭐 하고 지내? 다른 사람이 있는 것 같지는 않아 보이는데.,
3,player,,"별을 관찰하거나, 아니면 같이 이야기하거나.",
3,하말,,나 말고도 놀러 오는 별이 많나 보네? 네 심심함을 걱정할 일은 없겠다.,
3,player,,너는 안 심심해?,
3,하말,,나? 날 왜 걱정해!,
3,하말,,난 꽤 바쁘거든? 널 보러오는 일도 많은 일과 중 하나야.,
3,player,,무슨 일을 하는데?,
3,하말,,"잠을 자거나, 별을 보면서 누워있거나, 구름 위에서 잠을 청하거나.",
3,player,,결국 자는 거 아냐?,
3,하말,,자는 건 아무리 자도 질리지 않으니까.,
3,하말,,근데 여기는 정말 너말고 아무도 없는 거야?,
3,*,Select,지금은.|수다 떨 대상이 없는 건 아니니까.,4|5
4,하말,,…….,
4,*,Next,,6
5,하말,,그래도 사람이 있는 거랑은 다르지.,
5,하말,,…외로웠겠네.,
5,*,Next,,6
6,하말,,괜한 이야기를 꺼냈네. 미안.,
6,player,,괜찮아. 신경 쓰지 마.,
6,하말,,"난 그래도 별 중에서는 나름 사람다운 별이니까, 좀 의지해도 괜찮아.",
6,player,,사람답지 않다고 생각한 적 없어.,
6,하말,,"그거 칭찬이야? 헤헤, 고마워.",
6,하말,,다음에 놀러 올 땐 재밌어 보이는 구름이라도 가져와야겠다. 너 웃는 것 좀 보게.,
