phase,talker,behaviour,dialogue,nextPhases
0,player,,무슨 일 있으세요?,
0,토성,,별로. 그건 갑자기 왜?,
0,player,,아무 일 없으신 것치곤 표정이 너무 안 좋아 보이셔서요.,
0,토성,,특별할 것 없어.,
0,토성,,음…… 사실 아예 일이 없는 건 아닌데.,
0,토성,,동생들이 서로 성격이 너무 달라서 생긴 문제인 것 같아.,
0,토성,,속에만 담고 있어서 애정을 표현하지 않는 아이도 있는데. 모든 행동에 일일이 애정을 담는 아이도 있다 보니 잡음이 많아.,
0,토성,,"사이가 좋지 않은 건 아니지만, 다툼이 가끔 있는 것 같아 걱정이야.",
0,player,,성격이 다르면 마찰이 있는 건 당연한 거 아닌가요?,
0,토성,,"그렇긴 하지만, 막상 목소리가 높아지는 걸 보면 마음이 가라앉네.",
0,토성,,"보통은 심해지기 전에 그만두긴 하지만, 혹시나 커질까 걱정이기도 하고.",
0,player,,너무 걱정하시지 않으셔도 될 것 같아요.,
0,토성,,그래야지. 걱정하지 말아야 하는데.,
0,토성,,단순히 싸운 거라면 크게는 걱정 안 했을 거다.,
0,토성,,"목성이 있는 자리에서 한 명이 요리 그만하면 안 되겠냐고 말하는 바람에 둘이 싸운 거라서, 그게 해결되기 전에는 계속 싸울 것 같아.",
0,토성,,목성 기분도 그리 좋지 않아 보이고.,
0,player,,가만 보면 토성은 늘 다른 행성 일을 너무 신경 쓰시는 것 같아요.,
0,토성,,가족이잖아. 가장 가까이 있는.,
0,player,,그래도 토성이 직접 얽힌 일들은 아니지 않나요?,
0,player,,그렇게까지 걱정하는 이유를 모르겠어요.,
0,토성,,"걱정이라는 건 자연스럽게 되는 거라서, 어느샌가 이런 말을 나도 모르게 하더라고.",
0,토성,,내가 특별히 예민한 걸지도 모르겠네……,
0,토성,,이해하지 못하겠다는 표정이네. 그렇지?,
0,토성,,"음, 혹시나 해서 말해두는 건데 말이야.",
0,토성,,네가 이런 느낌을 느끼지 못했다고 해서 주변 사람을 좋아하지 않는 건 아냐.,
0,토성,,누구나 생각하는 방식은 다른 거니까.,
0,토성,,…… 표정이 왜 그래?,
0,player,,그런 점 때문에 그러는 게 아니에요.,
0,player,,전 그냥 토성이 너무 피곤해 보여서 그러는 거예요.,
0,토성,,피곤해 보이기만 하는 거야. 걱정하지 마.,
0,player,,조심히 들어가요.,
0,토성,,행성한테 웃기는 이야기를 하는구나. 조심히 들어가라니.,
0,토성,,"그래, 그러마.",
