phase,talker,behaviour,dialogue,nextPhases
0,토성,,넌 참 신기해.,
0,토성,,"남의 이야기를 들어주는 것도 힘들지만, 그에 맞춰 조언해주는 건 더 힘든데 말이야.",
0,토성,,그 정도 되면 자신의 이야기도 털어놓고 싶어지지 않아?,
0,토성,,누구나 자신의 일을 말하고 싶은 본능이 있다고.,
0,토성,,"다른 별들도 그런지는 모르겠지만, 너와 있을 때는 그 본능이 더 뚜렷해지는 것 같아.",
0,토성,,"뭐, 얘기하고 싶지 않은 것 같네. 특별히 이유가 있어?",
0,player,,믿지 못해 하지 않은 건 아니에요.,
0,player,,그저 꺼낼 준비가 되지 않았을 뿐이지.,
0,토성,,"네가 그렇다면, 나야 얘기해줄 때까지 기다릴 수 있지.",
0,토성,,"뭐, 그럼 차라도 한 잔 마시는 건 어때?",
0,토성,,특이한 건 안 넣었어. 다만 꽃잎 몇 가지를 섞어서 맛 자체는 낯설 거야.,
0,,,(컵을 들어 한 모금 마신다.),
0,,,(그러더니 이내 찻잔을 기울이는 걸 멈춘다.),
0,player,,향이 좋네요.,
0,토성,,너 지금 써서 더 못 들이키고 있지? 향만 맡는 거 보니까.,
0,player,,조금요.,
0,토성,,맛이 이상하면 설탕이나 우유를 타도 괜찮아. 준비해뒀으니까.,
0,*,Select,(각설탕을 넣는다.)|(우유를 넣는다.),1|2
1,토성,,단 거 좋아해?,
1,토성,,더 넣어도 돼. 차랑 설탕은 잔뜩 있으니까.,
1,토성,,원래 처음 마실 때는 양을 조절해보면서 기호를 찾는 거지.,
1,*,Next,,3
2,토성,,우유를 넣으니까 어때?,
2,토성,,그냥 마셨을 때랑 다르지?,
2,토성,,내가 처음 마실 때도 우유를 넣어 마셨어. 지금도 가끔 그렇게 마시고.,
2,*,Next,,3
3,player,,훨씬 낫네요.,
3,토성,,그렇지?,
3,토성,,계속 마시다 보면 마음의 여유도 생겨.,
3,토성,,가끔 너무 신경 쓰이는 일이 있을 땐 차를 마셨거든.,
3,토성,,앞으론 자주 마시면서 마음을 가라앉혀야겠어. 그러다 보면 자연스레 걱정을 지금보다는 덜 하게 되는 날이 오겠지.,
3,토성,,"사실 지금까지 너와 한 얘기를 목성이랑 동생들에게 털어놓았는데, 바보 같은 걱정이라는 소리를 들었어.",
3,토성,,너한테는 편히 말한 내용을 정작 가족에게 털어놓지를 않았네.,
3,토성,,진작에 얘기해볼걸. 괜히 혼자만 끙끙대고 있었네.,
3,토성,,…….,
3,토성,,"난, 이제 괜찮아질 수 있을 것 같아.",
3,토성,,고마워.,
3,토성,,다시 올 때쯤이면 지금보다 훨씬 나아져 있을 테니 기대해도 좋아.,
3,토성,,그리고 너도 다시 볼 땐 더 편안해져 있었으면 좋겠다. 알았지?,
