phase,talker,behaviour,dialogue,nextPhases
0,천왕성,,"오늘은 좀 오래 있을 건데, 혹시 불편할까?",
0,천왕성,,뇌물로 단 것도 좀 가지고 왔는데.,
0,player,,전혀요. 오늘은 약속 없으세요?,
0,천왕성,,"원래 우리 귀여운 명왕성이랑 데이트가 있었는데, 거의 차이다시피하고 돌아왔어. 우울하니 위로해달라고 놀러 왔지.",
0,player,,차이다뇨?,
0,천왕성,,명왕성 보러 간다고 하니까 웬일로 해왕성이 따라오더라고.,
0,천왕성,,그런데 걔가 마침 들고 갈 선물이 있다며 책을 챙기더라.,
0,천왕성,,책이라니. 어린애한테 그런 고리타분한 선물이 통할 리 없잖아?,
0,천왕성,,그래서 난 대신 사탕 한 보따리 들고 같이 찾아갔지.,
0,천왕성,,"책 대신 기뻐하며 사탕을 집는 명왕성을 상상하면서 놀러 갔는데, 해왕성이 들고 온 책을 보자마자 엄청 눈을 반짝이더라고.",
0,천왕성,,"걔가 책 제목을 말해주면서 명왕성한테 건네는데, 난 걔가 그렇게 기뻐하는 거 처음 봤어.",
0,천왕성,,내가 들고 온 사탕은 뒤늦게 보더라고.,
0,천왕성,,"내가 서운한 마음에 내 선물이 좋냐고 해왕성 선물이 좋냐고 물어봤는데, 그래도 책에서 눈을 못 떼는 거야.",
0,천왕성,,그래서 그대로 차이고 여기 왔지.,
0,player,,(그럼 이 사탕들이 그대로 가져온 사탕들이야??),
0,player,,그걸 보통 차인다고 하나요?,
0,천왕성,,나에겐 나름 큰 충격이었다고!,
0,천왕성,,"있잖아, 난 다른 별이 뭔가 바뀌면 쉽게 알아채고, 그래서 다른 별들이 어떤지 잘 안다고 생각했어.",
0,천왕성,,그래서 뭔 생각인지 파악이 안 되는 해왕성이 더 짜증났던 것 같아.,
0,천왕성,,그런데 아끼는 동생이 뭘 좋아하는지도 모르는 걸 보고 사실 난 아무것도 모르는 게 아닐까 싶더라고.,
0,천왕성,,사실 명왕성이 해왕성의 선물을 더 좋아한 게 이번이 처음은 아냐.,
0,천왕성,,난 그냥 우리 동생이 착하니까 해왕성 비위를 맞춰준 것으로 생각했어.,
0,천왕성,,그런데 저번에 네가 해준 말이 떠오르더라고.,
0,천왕성,,네가 그랬었지. 노는 것의 정의는 누구나 다르다고.,
0,천왕성,,"어쩌면 해왕성과 명왕성의 정의는 비슷하고, 나는 그 둘과 다를지도 모른다고 생각했어.",
0,천왕성,,아직은 솔직히 제대로 이해 안 되지만.,
0,천왕성,,"뭐, 이해가 안 되면 한 번 제대로 부딪쳐봐야지.",
0,*,Select,뭔진 몰라도 하면 안 될 것 같네요.|부딪치다니요?,1|2
1,천왕성,,뭔 줄 알고??,
1,천왕성,,그냥 해왕성이랑 대화를 좀 해보고 싶을 뿐이야. 별거 아니라고.,
1,*,Next,,3
2,천왕성,,해왕성이랑 대화를 좀 나눠봐야지. 평소에 무슨 생각을 하고 있는지에 대해서.,
2,천왕성,,"인내심이 필요하겠다만, 시도해볼 만한 가치가 있지.",
2,*,Next,,3
3,천왕성,,그래도 이해 못 하면 행동이라도 따라 해보려고. 그럼 좀 낫지 않을까?,
3,player,,응원할게요.,
3,천왕성,,고마워. 그럼 당장 실천하러 가야겠다! 사탕은 너 먹어. 상담료니까 말이야!,
