phase,talker,behaviour,dialogue,nextPhases
0,천왕성,,금방 온다고 해놓고 요즘 못 왔네. 심심하진 않았어?,
0,*,Select,다른 별들도 있으니까요.|조금 허전했어요.,1|2
1,천왕성,,"뭐, 다른 별들하고 잘 어울린다니 다행이네. 누구도 조금만 닮으면 좋으련만.",
1,천왕성,,넌 조용해 보여도 성격은 좋구나!,
1,*,Next,,3
2,천왕성,,"어, 진짜?",
2,천왕성,,너무 솔직하게 말해서 조금 놀랐어.,
2,천왕성,,"음, 그래도 친해졌다는 증거니까 기쁘네.",
2,*,Next,,3
3,천왕성,,"방금 '카이퍼 벨트'에 들렀는데, 가는 길에 누구 행성도 보이길래 같이 가자고 들렀거든?",
3,천왕성,,근데 자기는 아직 못 본 책이 남아있다면서 혼자 다녀오라길래 잔뜩 불평하고 혼자 놀러 갔어.,
3,천왕성,,둘도 없는 쌍둥이인데 좀 놀아주면 덧나냐.,
3,player,,그냥 놀러 가는 걸 싫어하는 거 아닐까요?,
3,천왕성,,노는 걸 싫어하는 별도 있어?,
3,player,,'논다'는 것의 정의는 다들 다르니까요.,
3,천왕성,,설마 걘 자기 행성 구석에 박혀있는 게 노는 거나 마찬가지라는 거야?,
3,천왕성,,이해가 안 되네. 조금만 나가도 즐길 거리가 잔뜩인데.,
3,천왕성,,"어라, 표정이 안 좋네. 혹시 내가 섭섭하게 했어?",
3,player,,섭섭한 건 아니에요. 그냥 조금 이해가 안 돼서.,
3,천왕성,,뭐가 이해가 안 돼?,
3,player,,천왕성님은 무조건 돌아다니는 것만 즐거운 시간이라고 여기는 것 같아서요.,
3,천왕성,,그렇게 안 불러도 되는데. 그냥 언니라 불러.,
3,천왕성,,그리고 보통 그렇지 않아? 놀러 가자는 말에 잔뜩 겁먹은 고양이처럼 경계하는 건 걔뿐이라고.,
3,천왕성,,오히려 멀리 있는 금성이랑 더 많이 노는 것 같단 말이야.,
3,천왕성,,맞다! 그러고 보니 곧 금성이랑 '소행성대' 산책하기로 했는데.,
3,천왕성,,오늘도 길게 못 있어서 미안해. 대신 다음엔 재밌는 이야깃거릴 가져올 거니까 오늘처럼 또 즐겁게 이야기하자!,
