phase,talker,behaviour,dialogue,nextPhases
0,알파드,,여기는 모닥불이 있다 보니까 또 느낌이 다르네.,
0,player,,잠까안!!!!! 거기 스톱! 드디어 오셨군요! 알파드 씨!,
0,알파드,,"으아앗! 저, 전에 만났던 꼬마구나…… 근데 왜 그렇게 소리를 지르며 오는 거……",
0,player,,몰라서 물어요?! 이 살인자!,
0,알파드,,"사, 살인자?! 어디?!",
0,player,,시치미 떼도 소용없어요? 그 붉은 손! 자기가 한 짓을 숨길 생각도 없으셨던 건가요?!,
0,알파드,,"응? 붉은 손? 아……. 이런, 이런. 오해할 만도 하구나. 이건 너가 생각하는 그런 게 아니야.",
0,*,Select,제가 생각하는 게 아니면 뭔데 그렇게 붉은 거죠?|거짓말하지 마세요! 그렇게 붉은색은 피밖에 본 적 없어요!,1|2
1,알파드,,이건 염색 재료 때문에 손이 염색된 거야.,
1,player,,"염색 재료요? 뭐, 붉은 염색약이라도 쓰신 건가요?",
1,알파드,,염색약이라니! 그런 걸 손에 묻히면 애초에 이렇게 손이 온전하기도 힘들 거야.,
1,*,Next,,3
2,알파드,,피밖에 없다고? 피는 어디서 봤는데?,
2,player,,네? 그…… 그건 우연히 봤던 영화에서……,
2,알파드,,아…… 영화에서…… 영화에서 나오는 피 같은 걸 이렇게 계속 묻히고 다니는 것도 이상하다고 생각하는데……,
2,player,,"그건…… 그렇네요. 어, 어쨌든! 그 붉은 색은 그럼 도대체 뭔데요?",
2,*,Next,,3
3,알파드,,이건 '소목'이라는 나무를 재료로 써서 이렇게 붉게 나온 거야.,
3,player,,'소목'……? 나무로 이런 색을 냈다고요?,
3,알파드,,응. 나무도 종류에 따라 저마다의 색을 내는데 '소목'을 끓는 물에 넣으면 내 손과 같은 붉은 색의 물이 나오거든.,
3,알파드,,그 물에 천을 담가 염색하면 이 옷처럼 예쁘게 염색이 돼서 나오지.,
3,player,,어?! 그러니까 그 옷이 나무로 염색된 옷이라고요?,
3,알파드,,응. 내가 천연 재료로 염색하는 걸 좀 좋아하거든.,
3,player,,보통 천연 재료로 염색했다는 옷들 보면 연한 색의 옷들이 많았는데……?,
3,알파드,,다 그런 건 아니야. 염색물을 여러 번 내서 처음 끓여 놓은 염색물과 합치면 이렇게 고운 빛도 낼 수 있어.,
3,player,,"와~ 이런 색을 나무로 만들었다니…… 뭔가 신기하기도 하고, 색이 예쁘네요.",
3,알파드,,진짜?! 진짜 그렇게 생각해?!,
3,player,,"네?! 네, 네.",
3,알파드,,"아, 미안. 주책없이…… 염색에 대한 칭찬을 들어본 게 너무 오랜만인 것 같아서……",
3,알파드,,"좋아, 이 색은 괜찮은 거 같네…… 그럼 다른 색도 해볼까……",
3,player,,…… 알파드 씨? 알파드 씨? 그냥 가버리셨네.,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
