phase,talker,behaviour,dialogue,nextPhases
0,아크투루스,,"안녕, 꼬마야?",
0,player,,어? 안녕하세요! 기차를 타고 오시는 거 같았는데…… 꽤 가까운 곳에서 오시는 건가요?,
0,아크투루스,,"아니, 근처에 숙소를 잡았어. 이름이…… '목동자리'였나?",
0,아크투루스,,그런 숙소는 처음 잡아봤어. 어제 자면서 꽤 신기한 경험을 했어.,
0,player,,신기한 경험이요?,
0,아크투루스,,"응. 침대는 삐걱거리지, 방음은 하나도 안 되어 있지, 아침은 빈약하지……",
0,아크투루스,,하도 신경이 쓰여서 주인 보고 음식 질은 못 바꿀 테니 방이라도 바꿔달라 했는데도 똑같더라고.,
0,player,,저…… 그러면 아크투루스 씨는 한 번도 그런 곳에서 주무셔보신 적이……,
0,아크투루스,," 없지. 전혀. 내 인생에서 살아본 숙소 워스트 5, 아니 3에 들 정도였어.",
0,player,,그럼 평소에는 어디서 주무셨었나요?,
0,아크투루스,,"으응? 글쎄, 갑자기 나 사는 곳을 설명하라니까 뭘 설명해야할지 잘 모르겠네.",
0,아크투루스,,확실한 건 저 숙소에서 오래 살지는 못하겠다는 거야.,
0,아크투루스,,"곧 다른 곳으로 옮기던가 해야지, 원......",
0,player,,음…… 저…… 혹시 숙소 사장님이 화내거나 그러진 않으시던가요?,
0,아크투루스,,왜?,
0,player,,아니요…… 그냥……,
0,아크투루스,,"뭐, 음식의 질에 관해 얘기할 땐 눈초리가 조금 올라가긴 했지.",
0,아크투루스,,방을 바꿔 달라고 얘기했더니 죄송하다면서 군말 없이 바꿔주긴 했는데?,
0,player,,"아…… 그, 그런가요?",
0,아크투루스,,"그게 당연한거야. 숙소 입장에선 민폐 손님처럼 볼 순 있겠지만 난 어쨌든, 손님이잖아?",
0,아크투루스,,손님은 왕이란 말이지. 그러니 불편한 게 있다면 건의하는 건 당연한거야.,
0,아크투루스,,가장 중요한 건 내 기분이니까 말이지. 내가 쉬러 왔는데 내가 눈치 봐서야 하겠니?,
0,,,"(그 때, 아크투루스의 전화벨이 울렸다.)",
0,아크투루스,,"아, 사장님 전화다.",
0,아크투루스,," ...... 예, 예. 잠깐만요. 옆에 얘기하던 애가 있어서요.",
0,아크투루스,,"얘, 꼬마야. 미안한데 나중에 다시 얘기하자.",
