phase,talker,behaviour,dialogue,nextPhases
0,레샤,,아마 내가 제때 결혼했다면 네 나이 정도 되는 딸이 있었겠네.,
0,*,Select, 나이가 어떻게……?|제 나이 정도 딸이라면 대체…….,1|2
1,레샤,,나이?,
1,*,Next,,3
2,레샤,,내 나이가 궁금한 거니?,
2,*,Next,,3
3,레샤,,"별이 된 시점의 나이를 묻는 거라면, 서른 살은 훨씬 넘었다고 생각해두렴.",
3,player,,결혼은 안 하셨던 건가요?,
3,레샤,,응. 남 이어주기 바빴지.,
3,레샤,,사람이었을 때는 중매해주고 수고비를 받는 게 일이었어.,
3,레샤,,나는 예전부터 사람을 찾는 데에 재능이 있었거든.,
3,레샤,,원하는 조건을 말해주면 그에 맞는 사람을 금방 찾게 되더라고. 신기하게도 내가 짝을 맺어주는 가문은 그 직후 일이 갑자기 잘 풀린다고도 하더라고.,
3,레샤,,"마법을 다루는 마녀가 아니냐는 소문도 돌았는데, 내 덕을 본 가문들의 도움 덕분에 나한테 큰 피해가 오진 않았어.",
3,player,,정말 마법이었나요?,
3,레샤,,그냥 분석하는 능력이 타고났을 뿐이야. 관찰력도 좋은 편이었고.,
3,레샤,,"잘난 척으로 들릴진 모르겠지만, 제대로 된 기반도 없었던 내가 유명한 가문들의 신임을 받을 정도가 되려면 내 능력을 믿으며 살 수밖에 없지.",
3,player,,힘드셨겠네요.,
3,레샤,,타고난 재능이라도 있었기에 비교적 윤택한 삶을 살았던 거지.,
3,레샤,,난 내가 운이 좋은 편이라고 생각한단다.,
3,레샤,,얘기가 너무 길어졌네. 다음에 마저 얘기하자.,
