phase,talker,behaviour,dialogue,nextPhases
0,player,,왜 늘 베일을 쓰고 다녀요?,
0,레샤,,굳이 쓰고 다니지 않을 이유도 없지.,
0,레샤,,이걸 쓰는 편이 너에겐 더 편할 거야.,
0,player,,"쓰고 다니는 게 불편해 보이는데, 저랑 있을 때는 벗으셔도 돼요.",
0,레샤,,"너에 대한 내 나름의 배려야. 뭐, 이유를 알고 싶은 거라면 들려줄 수는 있지.",
0,*,Select,듣고 싶어요.|원하지 않으시면 이야기하지 않으셔도 돼요.,1|2
1,레샤,,…….,
1,레샤,,내 몸엔 어린아이에게는 보여주기 힘든 흉터들이 많아서 그런단다.,
1,*,Next,,3
2,레샤,,하지만 넌 알고 싶은 거 같은데.,
2,레샤,,걱정스럽게 쳐다보지 말렴.,
2,레샤,,오래전 이야기라 이제 별로 감흥도 없으니 걱정하지 않아도 돼.,
2,레샤,,베일은 예전에 입은 흉터들을 가리려고 쓴 거란다.,
2,*,Next,,3
3,레샤,,선행처럼 보이는 일이 사실은 악행일 수도 있다는 걸 누구나 머리로는 알고 있지.,
3,레샤,,하지만 난 지금의 너처럼 다른 사람을 너무 쉽게 믿었어.,
3,레샤,,이 흉터들은 그런 어리석은 예전의 나 때문에 갖게 된 거지.,
3,player,,…….,
3,레샤,,"울고 싶었던 건 난데, 왜 네가 울려고 하니.",
3,레샤,,엄청 예전의 일이야. 이제는 상관없어.,
3,레샤,,나는 사람을 찾아주길 거부했다는 이유로 의뢰인에게 고문을 당했어.,
3,레샤,,그때 생긴 상처는 별이 된 지금에도 아직 남아있더구나.,
3,레샤,,하지만 난 그 의뢰를 거부한 걸 절대로 후회하지 않아.,
3,레샤,,그렇지 않았다면 난 나 자신을 평생 미워했을 거야.,
3,player,,거부한 이유가 있었나요?,
3,레샤,,"내게는 내가 모든 걸 바쳐서라도 보답해야 하는 사람, 내게 있어 유일하게 소중한 사람이 있었어.",
3,레샤,,전에 말해줬던 사제님 기억나?,
3,레샤,,"사제님은 나의 엄마를 자처하고, 어린 나에게 사소한 예절부터 다양한 학문까지 세세히 알려주신 분이셔. 내가 자립할 수 있는 나이가 될 때까지 나를 돌봐주셨지.",
3,레샤,,"한 마디로, 나에겐 정말 어머니보다 어머니 같은 존재지.",
3,*,Select,사제님께 무슨 일이 생겼던 건가요?|고문을 당한 게 사제님 때문이었나요?,4|4
4,레샤,,지금 다 말하긴 어려운 이야기구나.,
4,레샤,,나에게 조금만 더 시간을 줄 수 있니?,
4,레샤,,"아직 어린 너에게 상처가 될 수도 있는 이야기겠지만, 들려주고 싶은 이야기가 있어.",
,,,,
,,,,
,,,,
,,,,
