phase,talker,behaviour,dialogue,nextPhases
0,레샤,,"한창 놀 때인데, 이렇게 천문대에만 있으면 답답하지 않니?",
0,player,,"별과 얘기하는 것도 즐거운데요, 뭐.",
0,레샤,,보통 그 나이 또래는 안 그럴 텐데.,
0,레샤,,만약 내가 딸을 낳았다면 날 닮아서 가만히 앉아서 얘기만 하진 못할 거야.,
0,레샤,,…진짜 내 딸이 있었으면 참 좋았을 텐데.,
0,player,,결혼하지 않으신 걸 후회하나요?,
0,레샤,,정확히는 못 했던 거지. 능력이 있다고 해서 좋은 결혼 상대는 아니니까.,
0,레샤,,난 지금은 얼굴도 모르는 부모에게 버려져 신전에서 자랐어.,
0,레샤,,사제님 덕분에 성인이 될 때까지 무사했던 거지.,
0,레샤,,"부모님은커녕 출신 가문도 제대로 모르는, 그래서 사제님이 지어준 성과 이름으로 사는 나와 누가 결혼하고 싶을까?",
0,레샤,,"전혀. 나는 중매를 하는 사람이니까, 그걸 뼈저리게 잘 알고 있었지. 인상도 별로 좋은 편이 아니니, 좋은 성격을 기대하긴 어려울 거고.",
0,*,Select,모두 그렇게 생각하지는 않았을 거예요.|조금만 이야기를 나눠보아도 그런 생각을 하진 않을 텐데요.,1|2
1,레샤,,하지만 대부분은 그렇게 생각하지.,
1,*,Next,,3
2,레샤,,그들이 중매 이외의 주제로 나와 이야기할 리가 없지.,
2,*,Next,,3
3,레샤,,출신도 모르는 여자에게 선뜻 다가오는 사람은 찾아보기 힘들어.,
3,레샤,,그러니 내 인생은 도움을 주고받을 사람 없이 오직 내가 스스로 책임져야 했지.,
3,레샤,,혼자 살아가기 위해서는 꽤 많은 돈이 필요했어.,
3,레샤,,그래서 비수기에는 실종자를 찾거나 조건에 맞는 인력을 구해주는 일을 하기도 했지.,
3,레샤,,지금 생각하면 그런 일들까지 하면서 돈을 벌 필요가 있었나 싶어.,
3,player,,실종자를 찾아주는 건 좋은 일 아닌가요?,
3,레샤,,겉보기에 선행처럼 보이는 일이라도 모두 좋은 의도를 품고 있는 건 아니지.,
3,레샤,,언젠가 들려주마. 내가 왜 그런 후회를 했는지.,
