phase,talker,behaviour,dialogue,nextPhases
0,고양이 눈 성운,,나 왔어!,
0,player,,기분 좋아 보이네?,
0,고양이 눈 성운,,"응. 그동안은 고양이인 걸 안 들키려고 연기하느라 힘들었는데, 이젠 그럴 필요가 없어졌으니까!",
0,player,,먹을 거라도 좀 가져올까?,
0,고양이 눈 성운,,괜찮아! 같이 이야기 나누는 것만으로도 충분해.,
0,고양이 눈 성운,,"그건 그렇고, 뭔가 하고 싶은 얘기가 있었는데, 음….",
0,고양이 눈 성운,,맞다! 뭘 물어보려고 왔었어!,
0,player,,뭔데?,
0,고양이 눈 성운,,"음, 있잖아…….",
0,고양이 눈 성운,,"우리, 친구하자는 말은 아직 서로 한 적 없지만,",
0,고양이 눈 성운,,그래도 이 정도면 친구라고 부를 만한 사이가 아닌가 싶어서. 그렇지?,
0,player,,오히려 친구가 아니라고 생각했다면 서운했을걸?,
0,고양이 눈 성운,,"어, 그럼, 우리 친구 맞는 거지?",
0,player,,응. 당연하지.,
0,고양이 눈 성운,,넌 고양이랑 사람이 친구가 될 수 있다고 말했으니까 그럴 줄 알았어.,
0,고양이 눈 성운,,"음, 그래도 그렇게 말해줘서 고마워.",
0,고양이 눈 성운,,이제 내 두 번째 친구에게는 같은 실수를 할 일은 없을 거야.,
0,고양이 눈 성운,,"서로 얘기하고, 생각을 나누고, 감정을 이해하는 사이가 있다는 건 큰 행운이니까.",
0,고양이 눈 성운,,고양이라는 사실은 크게 중요하지 않다는 걸 네가 깨닫게 해줬어.,
0,고양이 눈 성운,,"그런 의미에서, 오늘 뭐 할까? 밤하늘 구경하면서 수다 떠는 거? 아니면, 네가 알고 있는 놀이를 해보는 건 어때?",
