phase,talker,behaviour,dialogue,nextPhases
0,player,,보통 별이 되면 뭐해?,
0,고양이 눈 성운,,"음, 다 같지는 않은 것 같지만, 난 별로 하는 게 없어.",
0,고양이 눈 성운,,"놀고, 주변을 돌아다니고, 널 보러오는 것 정도?",
0,player,,심심하진 않아?,
0,고양이 눈 성운,,크게는 아냐. 가끔 지루하긴 하지만.,
0,player,,혹시 별이 되고 싶지 않았던 건 아니야?,
0,고양이 눈 성운,,"아, 그건 아냐!",
0,고양이 눈 성운,,예전에 친구가 그랬어. 사람이 죽으면 별이 된다고.,
0,고양이 눈 성운,,그래서 별이 되어보고 싶었어!,
0,고양이 눈 성운,,그랬더니 어느 순간 이렇게 하늘 위에 있더라고.,
0,player,,응?,
0,*,Select,방금 잘못 들은 게 아니지?|혹시 별이 되기 전에 안 좋은 일이 있었던 거야?,1|2
1,고양이 눈 성운,,"뭐가? 아, 별이 되어보고 싶었단 거? 죽고 싶었다는 건 아냐.",
1,*,Next,,3
2,고양이 눈 성운,,"아, 설마 내가 죽고 싶어 했다고 생각한 거야?",
2,*,Next,,3
3,고양이 눈 성운,,"이유는 별거 없어. 별은 예쁘잖아? 빛나고, 하늘 가득 채워져 있고. 그래서 되어보고 싶었지.",
3,player,,별을 많이 좋아했어?,
3,고양이 눈 성운,,"음, 별로 보진 못했어.",
3,고양이 눈 성운,,밤에는 밖에 나갈 일이 없으니까. 친구가 밖에 잘 안 나가기도 했고.,
3,player,,(친구가 밖에 잘 안 나가는 게 뭔 상관이지?),
3,고양이 눈 성운,,"대신 집에서 매일 같이 놀았으니까, 원망하지 않아!",
3,player,,(같은 집?),
3,고양이 눈 성운,,"뭐, 나이가 들면서 자주 두고 나갔지만. 조금 슬프긴 하더라. 그래서 집에 있는 동안은 늘 쫓아다녔어.",
3,*,Select,"잠깐. 내가 잘못 들은 게 아니라면, 두고 나가다니? 쫓아다녔다고?|혹시 좋아하는 음식이 뭐였어?",4|5
4,고양이 눈 성운,,"아, 그게.",
4,고양이 눈 성운,,…….,
4,고양이 눈 성운,,눈치챘어?,
4,*,Next,,6
5,고양이 눈 성운,,츄르! 친구가 말 잘 들을 때마다 늘 줬는데…….,
5,고양이 눈 성운,,"아, 내가 뭐라고 말했지?",
5,*,Next,,6
6,player,,"너, 정말로 사람이었던 거 맞아?",
6,고양이 눈 성운,,…….,
6,고양이 눈 성운,,(급격히 표정이 굳어지더니 입을 다문다.),
6,player,,"설마, 너 말이야,",
6,고양이 눈 성운,,그만.,
6,player,,혹시 고양이였던 거야?,
6,고양이 눈 성운,,…….,
6,고양이 눈 성운,,"벌써 시간이 이렇게 됐네. 오늘은 너무 늦었지, 그렇지?",
6,고양이 눈 성운,,나 이만 가볼게. 잘 있어.,
