phase,talker,behaviour,dialogue,nextPhases
0,고양이 눈 성운,,…….,
0,player,,다신 안 오는 줄 알았어.,
0,고양이 눈 성운,,그럴 리가.,
0,고양이 눈 성운,,…….,
0,고양이 눈 성운,,미안해. 갑자기 가버려서.,
0,고양이 눈 성운,,내가 사람이 아니었단 걸 들키고 싶진 않았거든.,
0,player,,그래서 처음 만난 날도 고양이 귀가 왜 달려있는지 모르겠다고 둘러댄 거야?,
0,고양이 눈 성운,,"뭐, 그렇지. 사실 사람 모습도 별이 되고 나서 갖게 된 거야.",
0,고양이 눈 성운,,만약 사람이 된다면 이런 모습일 거라고 생각은 했지만.,
0,*,Select,지금 모습은 어디서 유래한 거야?|지금 모습은 주인을 닮은 거야?,1|2
1,고양이 눈 성운,,이건 우리 주인이 그린 그림을 닮은 거야.,
1,*,Next,,3
2,고양이 눈 성운,,아니. 우리 주인은 지금 내 모습과는 전혀 반대셨어. 차분하고 내성적이고.,
2,*,Next,,3
3,고양이 눈 성운,,주인은 어릴 적에 친구가 없었거든.,
3,고양이 눈 성운,,그래서 학교가 끝나면 늘 나랑 같이 집에서 놀았어.,
3,고양이 눈 성운,,어느 날 학교에서 친구랑 같이 노는 장면을 그리라는 미술 숙제가 나왔다고 하더라고.,
3,고양이 눈 성운,,난 당연히 주인이 나랑 주인님이 노는 모습을 그릴 줄 알았지.,
3,고양이 눈 성운,,"주인한테는 내가 늘 같이 있는 존재였고, 부모님에게 하지 않는 얘기들도 다 나랑 나눴으니까.",
3,고양이 눈 성운,,하지만 그림에는 정작 난 한 번도 본 적 없는 여자애가 주인님 옆에 있었어.,
3,고양이 눈 성운,,"지금 내가 가진 모습처럼, 분홍 머리에 화려한 눈을 가진, 누구보다도 활기찬 소녀였어.",
3,고양이 눈 성운,,"그래, 우리 주인은 자기가 갖고 싶었던 친구를 그림으로 그린 거야.",
3,고양이 눈 성운,,난 사람들 앞에서는 주인의 친구가 될 수 없었어.,
3,고양이 눈 성운,,"힘든 일이 있다고 털어놓으며 내 앞에서 울어도,",
3,고양이 눈 성운,,상처를 받아서 눈물을 흘려도 닦아줄 손조차 없었어.,
3,고양이 눈 성운,,어떤 생각도 전하지 못했어.,
3,고양이 눈 성운,,그냥 옆에 가만히 앉아있는 것 외에는 해줄 수 있는 게 없었어.,
3,고양이 눈 성운,,하고 싶었던 말 중 어떤 것도 말하지 못했어.,
3,고양이 눈 성운,,난 고양이니까.,
3,고양이 눈 성운,,난 사람이 아니었으니까.,
3,고양이 눈 성운,,그 순간 정말로 그림 속의 그 친구가 되고 싶었어.,
3,고양이 눈 성운,,사람이 되고 싶었어.,
3,고양이 눈 성운,,주인에게 친구가 되고 싶었어.,
3,고양이 눈 성운,,"애완동물이 아닌, 평생을 함께하는 친구가.",
3,고양이 눈 성운,,난 내 수명이 주인만큼 길지 않다는 걸 알고 있었어.,
3,고양이 눈 성운,,"그래서 내가 죽을 즈음이면 이미 주인 주변에는 멋진 친구들이 주변에 있어 줄 테지, 라고 생각했어.",
3,고양이 눈 성운,,아마 잠시는 내 죽음을 슬퍼해 줬겠지.,
3,고양이 눈 성운,,하지만 그건 그냥 주인의 삶이 막 제대로 시작하려고 할 때 생긴 작은 사건이었을 거야.,
3,고양이 눈 성운,,난 몇 년밖에 살지 못하는 고양이고,
3,고양이 눈 성운,,주인은 길면 백 년을 사는 사람이니까.,
3,고양이 눈 성운,,그래서 별이 된 내 모습을 볼 때 너무 행복했어.,
3,고양이 눈 성운,,사람의 모습을 갖췄다는 건 정말 엄청난 일이었으니까.,
3,고양이 눈 성운,,"뭐, 기쁜 것도 잠시였지.",
3,고양이 눈 성운,,이젠 반대로 주인의 삶이 나에게 한순간이었으니까.,
3,고양이 눈 성운,,시간이 갈수록 함께했던 기억들이 사라져 가고 있어.,
3,고양이 눈 성운,,절대 잊지 못할 거라 자신했던 기억들도 언젠간 어렴풋이 형태만 떠오르겠지,
3,고양이 눈 성운,,내가 얼마나 주인을 좋아했는지 이제 기억조차 나지 않아.,
3,고양이 눈 성운,,내가 사람이 아니었단 걸 알고 나니 어때?,
3,고양이 눈 성운,,넌 내가 너와 친구가 될 수 있다고 생각해?,
3,player,,…….,
3,고양이 눈 성운,,…….,
3,,,(고양이 눈 성운의 얼굴은 원래의 살짝 웃는 표정으로 돌아온다.),
3,고양이 눈 성운,,그냥 물어본 거니까 신경 쓰지 마. 알았지?,
