phase,talker,behaviour,dialogue,nextPhases
0,고양이 눈 성운,,안녕! 나 또 왔어. 뭐 하고 있었어?,
0,player,,너와 얘기하려고 기다리고 있었어.,
0,고양이 눈 성운,,"진짜? 나랑 얘기하는 거 재미없어하는 줄 알았는데, 그냥 쑥스러웠던 거야?",
0,고양이 눈 성운,,"농담이야. 음, 설마 방금 당황한 거야? 표정이 아주 살짝 바뀌었는데.",
0,,,(소녀의 볼을 손가락으로 계속 찌른다.),
0,고양이 눈 성운,,일일이 반응하네. 표정 재밌다.,
0,고양이 눈 성운,,계속 찔러봐도 돼? 응?,
0,고양이 눈 성운,,무슨 말 안 해?,
0,고양이 눈 성운,,…….,
0,고양이 눈 성운,,"음, 장난쳐서 미안.",
0,고양이 눈 성운,,화 안 났지? 응?,
0,*,Select,그 정도로는 화 안 나. 걱정하지 마.|장난 그만 쳐.,1|2
1,고양이 눈 성운,,"음, 그럼 계속 찔러도 되는 거야?",
1,고양이 눈 성운,,표정 풀어! 농담이야! 진짜 농담!!,
1,*,Next,,3
2,고양이 눈 성운,,"윽, 미안. 분위기 좀 띄워보려고 그랬어.",
2,고양이 눈 성운,,진짜 미안해! 용서해줘!,
2,*,Next,,3
3,고양이 눈 성운,,"옛날에 친구한테 이렇게 볼을 찌르는 장난을 쳤는데, 그때 엄청 활짝 웃었거든.",
3,고양이 눈 성운,,너도 혹시 그렇지 않을까 해서. 혹시 싫었다면 미안.,
3,player,,친구?,
3,고양이 눈 성운,,"아, 예전에 알던 친구야. 그러니까 내가 성운이 되기 이전의?",
3,고양이 눈 성운,,지금은 어디서 사는지도 몰라. 다시 만날 일도 이젠 없겠지만.,
3,고양이 눈 성운,,가끔 다시 보고 싶긴 해.,
3,고양이 눈 성운,,"그래도 내 우울함을 달래줄 만한 사람이 여기 있잖아, 안 그래?",
3,player,,응?,
3,고양이 눈 성운,,"응, 너 말하는 거 맞아. 방금 당황해한 거야?",
3,고양이 눈 성운,,너 되게 귀엽다! 지금 표정 엄청 재밌어.,
