phase,talker,behaviour,dialogue,nextPhases
0,화성,,잘 지냈어?,
0,*,Select,화성 오빠도요?|잘 지냈죠.,1|2
1,화성,,…….,
1,화성,,오빠라고 계속 부를 건 아니지?,
1,화성,,나이 따져서 부를 거였으면 넌 나 할아버지라고 불러도 모자라다?,
1,*,Next,,3
2,화성,,잘 지냈다니 다행이네.,
2,화성,,"뭐, 궁금하지 않을 수도 있겠지만 나도 나름 잘 지냈어.",
2,*,Next,,3
3,player,,저번 일 물어봐도 돼요?,
3,화성,,"아, 기분 안 좋았던 일?",
3,player,,네.,
3,화성,,"뭐, 별로 큰일은 아니었어.",
3,화성,,다른 행성이랑 한창 싸웠거든.,
3,화성,,내가 거기서 막말을 하는 바람에 더 분위기가 안 좋았고.,
3,화성,,그런데 너를 만나고 돌아오니까 갑자기 내가 무슨 말을 했는지 실감이 나더라고.,
3,화성,,험한 말을 한 것도 모자라 처음 만난 너한테 쌓인 화를 풀었어.,
3,화성,,엄청 유치한 짓이었지.,
3,화성,,…….,
3,화성,,그래서 언젠가 너한테는 꼭 사과하고 싶었어.,
3,화성,,지금이 그때인 것 같네.,
3,화성,,미안해.,
3,화성,,그렇게 오래 산 주제에 내 기분 하나 제어하지 못하고 너를 험하게 대했어.,
3,화성,,이제야 사과를 했네.,
3,화성,,너무 늦었어. 그렇지?,
3,*,Select,사과해줘서 고마워요.|괜찮아요.,4|5
4,화성,,내가 더 고맙지.,
4,화성,,그동안 화 안 났어?,
4,화성,,나라면 금방 화냈을 것 같은데.,
4,*,Next,,6
5,화성,,혹시 화났어?,
5,화성,,그런 거면 화내도 돼. 언제든지.,
5,*,Next,,6
6,player,,이유도 설명해줬잖아요.,
6,player,,처음 만났을 때 솔직히 말해서 조금 무섭긴 했어요.,
6,player,,"화성 오빠가 잘못한 건 맞지만, 신경 쓰고 사과해줘서 고마워요.",
6,화성,,오빠라는 호칭 계속 쓸 거야?,
6,player,,이게 편해서요.,
6,화성,,그냥 화성이라고 불러도 돼.,
6,화성,,그 호칭 너무 이상하단 말이야.,
6,화성,,"아무튼, 너한테 한 번 잘못하고 나니까 머리로만 알고 있던 사실이 실감이 나더라.",
6,화성,,내가 내 화를 제어하지 못하고 있다는 거.,
6,화성,,"그동안 내가 험하게 말했던 가족들한테도 제대로 사과하고, 고치려고 노력해봐야지.",
6,화성,,다음에 선물 하나 갖고 올테니까 기대하고 있어. 알았지?,
