phase,talker,behaviour,dialogue,nextPhases
0,화성,,.......,
0,*,Select,안 좋은 일이라도 있으셨어요?|혹시 저랑 있는 게 지루하신가요?,1|2
1,화성,,그런 거 아냐.,
1,화성,,인상이 사나워서 그렇게 보이는 것뿐이지.,
1,*,Next,,3
2,화성,,뭐?,
2,화성,,오해하지 마. 그런 거 아니니까.,
2,*,Next,,3
3,player,,하지만 처음 오셨을 때도 표정이 그렇게 좋지 않으셨으니까요.,
3,화성,,걱정하지 마.,
3,화성,,아무 문제 없어. 겉보기에만 그래.,
3,화성,,그리고 저번은…….,
3,화성,,됐다. 나중에 말해줄게.,
3,화성,,"하긴, 우리 가족도 가끔 내가 가만히 있으면 무슨 일 있냐고 묻더라.",
3,화성,,내 표정에 일일이 신경 쓰지 마.,
3,화성,,당연히 표정 안 좋다고 눈치 볼 필요도 없고.,
3,player,,괜찮으신가요?,
3,화성,,눈치 보는 게 오히려 민폐야.,
3,화성,,"그리고 너, 지금보다 좀 더 당당하게 말해. 표정도 확 피고.",
3,player,,"네, 그럴게요.",
3,화성,,"그래. 보기 좋잖아, 안 그래?",
3,화성,,다음에 왔을 때도 이렇게 대해야 해. 알았지?,
