phase,talker,behaviour,dialogue,nextPhases
0,player,,안녕? 또 놀러 온 거야?,
0,수성,,응. 가족끼리만 있으니까 너~무! 심심해.,
0,수성,,"금성 누나는 맨날 사진만 찍고 있지 않나, 화성 형은 맨날 장난친다고 뭐라 그러고……",
0,수성,,다른 가족들도 바쁘다고 나중에 놀자고 그래서 심심해서 왔어! 나랑 놀아주라. 응?,
0,player,,그래. 좋아. 우리 뭐 하고 놀까?,
0,수성,,"숨바꼭질하자, 숨바꼭질! 내가 우리 가족 중에서 숨바꼭질 제일 잘해!",
0,player,,숨바꼭질? 여기는 숨을 데가 많지 않을 텐데?,
0,수성,,괜찮아~! 나는 여태까지 숨바꼭질하면서 한 번도 들켜본 적 없어! 이 정도는 껌이지~,
0,수성,,못 믿겠으면 너가 술래해! 내가 숨을 테니.,
0,*,Select,술래하기 싫어서 잘 숨는다고 핑계 대는 거 아니야? 내가 숨을래.|자신만만한 걸 보니 정말 잘하나 보구나? 좋아. 내가 술래할게.,1|2
1,수성,,핑계 아니야! 진짜 잘 숨는다니까~?,
1,player,,정말로?,
1,수성,,진짜로! 만약에 들키면 앞으로 내가 계속 술래할게!,
1,player,,"좋아. 너, 그거 무르기 없기다?",
1,*,Next,,2
2,수성,,좋아! 눈 감고 열까지 세고 있어! 절대 눈 뜨면 안 돼? 자~ 숨는다! 눈 감고 숫자 세야 해!,
2,player,,그래. 하나…… 둘……,
2,player,,…… 아홉…… 열. 찾는다?,
2,수성,,아직! 아직이야! 아직 찾으면 안 돼! 이십까지 세!,
2,player,,아깐 열까지 세면 된다고 하지 않았어?,
2,수성,,아니야! 이십까지 세!,
2,player,,알았어. 십일…… 십이……,
2,player,,…… 십구…… 이십. 다 숨었어?,
2,수성,,……,
2,player,,찾는다? 흐음…… 어딜 둘러볼까……,
2,*,Select,책장 주변|난로 주변 계단 밑|망원경 밑 공간,3|3|3
3,player,,어어? 방금 흔들리는 게 보였는데? 거기 있구나……? 에잇!,
3,player,,…… 어라? 없네? 어딨어?,
3,수성,,봐봐~ 절대 못 찾지? 또 술래 하겠다고 얘기하면 나오지~,
3,player,,…… 항복! 내가 또 술래할게. 어디 있어?,
3,수성,,짜잔!,
3,player,,흐앗! 깜짝이야! 왜 위에서 나오는 거야? 설마 천장에 숨어있었던 거야?,
3,수성,,헤헷! 절대 못 찾는다 그랬지?,
3,player,,언제 거기까지 올라갔던 거야? 무섭지 않았어?,
3,수성,,피~! 그 정도는 하나도 안 무서웠어~!,
