phase,talker,behaviour,dialogue,nextPhases
0,player,,안녕……? 무슨 일 있었어? 눈가가 붉네?,
0,수성,,응…… 훌쩍. 금성 누나가…… 같이 몰래카메라를 하자고…… 훌쩍.,
0,player,,몰래카메라? 누구한테?,
0,수성,,화성 형한테…… 누나가…… 훌쩍. 놀란 모습이 보고 싶다고……,
0,수성,,재밌어 보여서…… 같이 했는데…… 했더니…… 형이 나보고 막 뭐라 그러고……,
0,수성,,너는 동생도 아니라면서…… 막 죽여버린다면서…… 흐아앙~ 나 이제 어떡해~,
0,수성,,으아앙…… 으으…… 훌쩍……,
0,player,,많이 놀랐나보네. 이젠 좀 괜찮아졌어?,
0,수성,,응…… 훌쩍. 괜찮아. 근데…… 화성 형이 나 보면 죽여버린댔는데…… 이제 어떻게 돌아가지?,
0,*,Select,찾아가서 미안하다고 사과하는 건 어때?|설마 진짜로 죽이겠어? 가서 평소처럼 얘기하면 되지 않을까?,1|2
1,수성,,으응…… 하지만…… 얼굴 보면 괜히…… 또 화낼까봐……,
1,player,,그렇다고 계속 안 볼 수는 없잖아? 게다가 친형이잖아? 가장 친하고.,
1,수성,,친한 거 아니야……! 하지만……,
1,*,Next,,3
2,수성,,아니야! 그 형은 진짜로 죽일 수도 있어. 물론 죽인다고 해놓고 진짜로 그런 적은 한 번도 없지만……,
2,수성,,하지만! 얼굴이 진짜로 무섭단 말이야……,
2,player,,으음…… 놀라게 해서 미안하다는 얘기는 했어?,
2,수성,,아니…… 무서워서 그런 얘기는 하지도 못하겠는걸……,
2,player,,하지만 사과하지 않으면 계속 너를 미워할 수도 있는걸?,
2,*,Next,,3
3,수성,,으으…… 으아아!!!!! 알았어! 사과해볼게……,
3,수성,,으으…… 무서운데……,
