phase,talker,behaviour,dialogue,nextPhases
0,수성,,안녕! 헤헷! 내 옷 봐라~ 멋지지!,
0,player,,응? 이게 뭐야? 가죽 자켓?,
0,수성,,응! 화성 형 꺼 옷 뺏어 입었다~,
0,player,,뺏어 입었다고? 무섭다고 하지 않았어?,
0,수성,,그랬는데 전에 가서 물어보니까 사과받은 거래! 그래서 화해하고 화성 형 꺼 옷 뺏어온 거야!,
0,player,,화해한 거랑 옷을 뺏어 입은 건 잘 연결이 안 되는 거 같은데……,
0,수성,,하지만 화성 형이 맨날 찌푸린 얼굴로 있으니까 하고 싶어도 할 수가 없었는걸.,
0,수성,,화났는데 장난치면 두 배로 화내니까. 근데 물어봤는데 화도 안 났다고 그랬어!,
0,수성,,그래도 화성 형만 괴롭힌 거 아니다? 형이랑 같이 금성 누나한테도 몰래카메라 했어!,
0,player,,뭐? 그렇게 화난 걸 보고도 또?,
0,수성,,그래서 이번엔 이 빠른 발로 도망쳐 나왔지! 또 혼날까 봐.,
0,player,,근데 여기에 계속 있을 순 없잖아? 돌아갔을 땐 어떻게 할 거야?,
0,수성,,앗……! 그건 생각 못 했네! 어떡하지?!,
,,,,
