phase,talker,behaviour,dialogue,nextPhases
0,수성,,안녕…… 하아……,
0,player,,안녕……? 오늘은 또 시큰둥하네?,
0,수성,,응. 사과했는데 그 무서운 표정과 함께 알았다고 하면서 바쁘니까 가래.,
0,수성,,미안하다고는 했는데…… 아직도 화나 있는 거 같아. 형 보는 게 무서워서 나왔어.,
0,*,Select,사과했는데도 화나 보였어?|그렇게 무섭게 생겼어?,1|2
1,수성,,응. 그 무서운 표정 지으면서 대답도 대충 하고…… '응. 알았어.' 이런 식으로.,
1,*,Next,,3
2,수성,,응. 엄청 무섭게 생겼어~ 보면 알 수 있을걸?,
2,수성,,사과를 하는데도 화난 표정으로 '응. 알았어.' 이런 식으로 대충 대답했어.,
2,*,Next,,3
3,수성,,화나 보여서 몇~번씩이고 사과하고 화났냐고 물어봤는데 화 안 났다면서 화냈어.,
3,player,,그거는…… 너무 많이 사과해서 그런 거 아닐까?,
3,수성,,너무 많이 사과해서? 미안하다고 많이 할수록 더 좋은 거 아니야?,
3,player,,음…… 만약 누가 너한테 별로 화 안 났는데 화났냐고 계속 물어보면 어떨 거 같아?,
3,수성,,나는 화 안 났는데 자꾸 물어보니까 짜증 날 거 같아.,
3,player,,비슷한 마음 아니었을까? 화나지 않고 사과한 것도 받아주었는데 계속 물어보면 짜증 나겠지?,
3,수성,,응. 근데…… 사과를 받아주었는지는 잘 모르겠어.,
3,수성,,나는 미안하다고 하는데 형은 짧게 얘기하고 그러니까 안 듣고 대충 넘긴 거 같단 말이야.,
3,player,,음…… 사과를 받을 때 어떻게 받았어? 네가 사과할 때도 인정할 수 없다면서 죽이겠다고 얘기했어?,
3,수성,,아니! 그러진 않았어.,
3,player,,만약 사과를 안 받아들였다면 너를 그냥 두지는 않았을걸?,
3,player,,정 궁금하다면 사과를 받아들인 건지 궁금하다고 한번 물어보는 건 어때?,
3,수성,,질문이 그게 뭐야? 이상해.,
3,player,,하지만 지금 궁금한 거는 그거 아니야? 대충 말해서 잘 모르겠다고 솔직하게 얘기하고 물어보면 이해하고 대답해줄 거야.,
3,수성,,으응…… 질문이 좀 이상한 거 같지만 한 번 해볼게.,
