phase,talker,behaviour,dialogue,nextPhases
0,player,,다시 와 줬구나! 반가워!,
0,폴라리스,,"……아, 안녕.",
0,player,,표정이 안 좋네. 무슨 일 있었어?,
0,폴라리스,,"아, 그게…… 지난번에 너를 만나러 오다가 그림자와 스쳤지만 별 일 없었다고 말한 거 있잖아?",
0,player,,"응, 그랬지.",
0,폴라리스,,"돌아가서 이야기해도 믿어주질 않길래, 다들 보는 앞에서 그림자 안쪽을 확인해 보려고 다가갔더니…….",
0,player,,다가갔더니? 어떻게 됐는데?,
0,폴라리스,,……날 엄청 아프게 때리고는 사라져버렸어.,
0,player,,헉! 정말? 지금은 괜찮은 거야?,
0,폴라리스,,그런 것 같긴 한데…… 아직 그 자리가 신경 쓰이네.,
0,player,,그렇구나…….,
0,폴라리스,,내가 틀렸던 걸까? 정말 그림자는 위험한 거고 피해다녀야 하는 걸까?,
0,*,Select,어쩌면 그럴지도.|그 그림자만 이상한 거 아닐까?,1|2
1,폴라리스,,"그래, 다른 별들 말이 맞았나 보구나.",
1,*,Next,,3
2,폴라리스,,그랬으면 좋겠지만……,
2,*,Next,,3
3,폴라리스,,이제 다른 그림자를 또 만나도 도망치지 않을 자신이 없어.,
3,player,,"아, 그 기분 나도 이해할 수 있을 것 같아.",
3,폴라리스,,……그래?,
3,player,,이 천문대에 오기 바로 전에…… 마음 아픈 일이 있었거든.,
3,player,,이젠 다른 사람과 가까워지는 게 무서워. 서로에 대해 더 알게 되는 게 무서워. 이야기하는 게 무서워.,
3,폴라리스,,……혹시 나도?,
3,player,,"어, 생각해보니까 이상하네. 왠지는 모르겠지만 폴라리스는 같이 있어도 무섭지가 않아.",
3,player,,음…… 그래서 여기로 오게 됐을지도 모르겠어. 갇혀버린 건 도망쳐서 벌 받은 걸까?,
3,폴라리스,,안 열리면 계속 여기에 있는 것도 괜찮지 않을까?,
3,player,,그러게. 별들이랑 사는 것도 즐거울 것 같아.,
3,폴라리스,,"하하, 다행이네. 네가 모아둔 별빛 덕분인지 나도 좀 괜찮아진 것 같아. 고마워.",
3,폴라리스,,"앗, 시간이 꽤 지났구나. 다시 돌아가봐야 할 것 같아.",
3,player,,아쉽다. 다음 번에는 언제 또 올 거야?,
3,폴라리스,,……잘 모르겠어. 다른 별들과 더 이야기하다 보면 금방 또 적절한 기회가 생기지 않을까?,
3,player,,"그래, 다음에 또 보자. 잘 가, 폴라리스!",
