phase,talker,behaviour,dialogue,nextPhases
0,player,,오늘은 컵케이크를 들고 계시네요?,
0,토성,,"아, 이거 말하는 거야?",
0,*,Select,먹어봐도 되나요?|그거 맛있나요?,1|2
1,토성,,음.,
1,토성,,객관적으로는 추천하지 않아.,
1,*,Next,,3
2,토성,,.......,
2,토성,,취향은 다양하니까.,
2,*,Next,,3
3,토성,,"먹어보고 싶다면, 자.",
3,player,,(......음?),
3,player,,(내가 컵케이크를 먹은 게 맞나?),
3,토성,,그거 컵케이크 맞아.,
3,player,,아직 아무 말도 안 했는데요?,
3,토성,,표정에 그대로 드러나 있어.,
3,토성,,먹기 싫으면 안 먹어도 돼. 나도 맛있어서 먹는 건 아니라.,
3,player,,그럼 왜 먹고 계신 거예요?,
3,토성,,목성이 만든 걸 먹을 사람이 없어서.,
3,player,,그렇다고 그걸 혼자 다 드시게요?,
3,토성,,애들한테 먹게 하기엔 좀 그렇잖니. 그렇게 질겁하는데.,
3,player,,(......그렇게까지 무서워하는 거야?),
3,토성,,그래도 먹다 보면 먹을 만해.,
3,토성,,.......,
3,토성,,하하.,
3,player,,(표정이 안 좋으셔......?),
3,토성,,그래도 목성이 아무도 안 먹어준다고 걱정하는 것보단 나아.,
3,player,,꼭 다 드실 필요는 없잖아요?,
3,토성,,버리자니 양심에 찔려서.,
3,토성,,걱정이야. 다음에도 이만큼은 다 먹어야 할 텐데.,
3,토성,,그렇다고 대놓고 맛없다고 할 수도 없고.,
3,player,,요리를 그만하라고 돌려서 권유해보는 건 어때요?,
3,토성,,알아채면 상처받잖니. 그것보단 다 먹어주는 게 나아.,
3,토성,,안 그래도 천왕성이 저번에 무심코 맛없다고 말할 뻔해서 얼마나 조마조마했는데.,
3,토성,,혹시 목성을 만나게 된다면 비밀로 해줘. ,
3,토성,,요리할 때 신나 보이는 표정을 생각하면 차마 말릴 수가 없어서.,
3,player,,약속할게요. 너무 걱정하지 마요.,
3,토성,,고맙다.,
3,토성,,"이런, 시간이 늦었네.",
3,토성,,다음에 올 땐 컵케익은 안 들고 올게. 괜히 신경 쓰일 것 같아서.,
