phase,talker,behaviour,dialogue,nextPhases
0,주벤엘게누비,,어? 야! 안녕!,
0,player,,"아, 안녕하세요……?",
0,주벤엘게누비,,응? 왜? 뭐라도 묻었냐? 왜 남의 얼굴을 그렇게 빤히 쳐다보는 건데?,
0,player,,그게…… 평소랑 분위기가 많이 다르셔서요.,
0,*,Select,무슨 일 있으셨어요?|그나저나 천으로 두르고 계시는데 안 보이는 거 아니었어요?,
1,주벤엘게누비,,"에이, 꼭 뭔 일 있어야만 이러냐~ 그냥~ 답답해서.",
1,player,,답답하시다고요? 어떤 게 답답하시다는 건지……,
1,*,Next,,3
2,주벤엘게누비,,이거? 에이~ 아예 안 보이도록 꽉 감으면 불편해서 안 되지~,
2,주벤엘게누비,,안 보일 정도로 꽈~악 조여놓으면 답답하단 말이야. 그래. 지금처럼 말이야.,
2,player,,지금처럼이요……? 어떤 게 답답하시다는 건지……,
2,*,Next,,3
3,주벤엘게누비,,그냥. 모든 게 다.,
3,주벤엘게누비,,"저기, 꼬마야. 법이라는 게…… 꼭 필요한 걸까?",
3,player,,네?! 갑자기 무슨 소리를 하시는 거예요?! 다른 분도 아니고 주벤엘게누비 님이 그러시면……,
3,주벤엘게누비,,그런 거 있잖아? 나는 저게 꼬~옥 가지고 싶어. 내가 가질 수도 있어.,
3,주벤엘게누비,,근데 어느 정도 운이 필요한 거지. 그래서 몇 번이고 투자를 했는데 실패했어.,
3,주벤엘게누비,,나는 여전히 그게 꼭 가지고 싶어. 그리고 가질 수도 있어. 하지만 그러려면…… 정의롭지 못한 일을 해야 해.,
3,주벤엘게누비,,정의를 지키지 않아도 내가 행복해질 수 있다면…… 그걸로 괜찮은 거 아닐까?,
3,player,,으음…… 갑자기 왜 그러시는지는 잘 모르겠지만……,
3,player,,다른 사람에게 폐가 되지 않는다면 괜찮지 않을까요?,
3,주벤엘게누비,,다른 사람에게 폐가 되지 않는다면 괜찮다…… 으음…… 난해하네. 으흑! 어려워!,
3,player,,어떤 일 때문에 그러시는데요?,
3,주벤엘게누비,,……인형 뽑기.,
3,player,,……네?,
3,주벤엘게누비,,인형 뽑기에…… 너무 뽑고 싶은 인형이 있는데……,
3,주벤엘게누비,,정말정말 귀여운 고양이 인형이 있는데…… 그게 집게에 걸려 있어……,
3,주벤엘게누비,,하지만…… 너무 갖고 싶다고 기계를 치거나 하면 안 되겠지……? 그건…… 남의 기계에 폐를 끼치는…… 별로 옳지 못한 행동이잖아.,
3,주벤엘게누비,,"하지만…… 그걸 치면 정말 귀여운 그 인형을 얻을 수 있고…… 흐아아, 어떡하지~?",
3,player,,…… 네? 고작 그것 때문에 이렇게……,
3,주벤엘게누비,,고작이라니! 이건 나에게 있어서 아주 중요한 문제라고!,
3,player,,아…… 네……,
