phase,talker,behaviour,dialogue,nextPhases
0,player,,어? 베가 님! 바쁘실텐데 어쩐……,
0,베가,,……,
0,player,,저…… 괜찮으신가요? 베가 님?,
0,베가,,"아앗?! 너, 너로구나, 소녀여.",
0,player,,베가…… 님? 베가 님 눈에서 눈물이……,
0,베가,,"누, 누가 눈물을 흘린다고 그러느냐! 그냥! 눈에 먼지가 들어갔을 뿐이다!",
0,player,,하…… 하지만…… 한숨도 쉬고 계시는 걸로 보아 무슨 일이 있으신 거 같아서……,
0,베가,,"어, 언제 그건 또 봤느냐!",
0,베가,,하아…… 정말. 추한 꼴은 다 보여버렸지 않았느냐.,
0,베가,,너와 얘기했던 그 때 이후…… 기껏 잊고 있었던 기억이 생각나버렸단 말이다.,
0,player,,잊고 있었던…… 기억이요?,
0,베가,,그런 궁금하다는 표정 짓지 말거라.,
0,베가,,그런 표정을 지어버리면 내 치부를 드러낼 수밖에 없지 않느냐.,
0,베가,,나는 리라 제국에서 태어난 공주였다.,
0,베가,,다른 남매 별들과 달리 특출난 검술 실력과 통솔력을 태어날때부터 가지고 있다 보니 부모님의 총애를 많이 받았지.,
0,베가,,다른 남매들 중에서도 차기 왕위 계승자로서 당연히 0순위에 있었다.,
0,베가,,"게다가 그 실력은 리라 제국을 넘어 다른 제국에도 소문이 날 정도였고, 나를 보고자하는 인물들도 많았었지.",
0,베가,,그러다보니 자연스럽게 나는 다른 제국들과 활발히 교류하면서 많은 인맥들을 쌓을 수 있었고.,
0,베가,,특히 '알타이르'와 '데네브'는 다른 제국 출신임에도 나를 친동생처럼 대해주었다.,
0,베가,,"나도 그들과 마음이 잘 맞았고, 각 제국의 후계자였던 우리는 우리끼리의 부대를 결성하게 되었지.",
0,베가,,"처음엔 애들 장난삼아 만든, 놀이와도 같은 부대였지만 우리가 성장하고 뜻이 생기면서 곧 정식부대 못지 않은 추진력을 얻었다.",
0,베가,,게다가 우리와 생각을 함께하는 사람도 많아져 곧 우리 부대는 왠만한 한 나라의 군사력 못지 않은 힘을 갖추게 되었지.,
0,베가,,그래. 그 때까진 모든게 좋았다. 하지만……,
0,베가,,후우…… 그 때를 생각하니 머리가 또 아파오는구나. 다음에 다시 오마.,
