phase,talker,behaviour,dialogue,nextPhases
0,,,(갑자기 베가가 화난 얼굴로 다가오기 시작했다.),
0,베가,,"거기, 소녀여! 내가 방해될 정도로 쳐다보진 말라고 했을텐데?!",
0,*,Select,하…… 하지만…… 저는 지금 막 베가 님을 봤는걸요……|죄…… 죄송해요. 너무 아름다우셔서 그만……,1|2
1,베가,,허튼소리 말아라!,
1,베가,,아무리 내가 예쁘기로서니 훔쳐보고 거짓말까지하다니!,
1,player,,아…… 아니에요…… 거짓말은 아니에요……,
1,*,Next,,3
2,베가,,하! 당연한 소리를 마치 이제서야 깨달았다는 듯이 얘기하는구나!,
2,베가,,혹시 전에 보고도 깨닫지 못했던 것이냐?,
2,player,,아…… 아니요! 그…… 그게 아니라……,
2,*,Next,,3
3,player,,그…… 그건 그렇고…… 방금까진 무엇을 하고 계셨던건가요?<4>,
3,베가,,흥! 말 하나는 잘 돌리는구나.,
3,베가,,"뭐, 좋다. 리라 제국의 공주로서 관용을 베풀도록 하지.",
3,베가,,방금까지 검술 연습을 하는 중이었다. 어릴 때부터 재능이 있긴 했지만 연습을 게을리 해선 안되지.,
3,player,,검술 연습이요?,
3,베가,,그래. 이 검술로 다음 전쟁에서도 승리해야……,
3,베가,,……,
3,player,,베가 님?,
3,베가,,…… 승리…… 해야……?,
3,player,,…… 베가 님?,
3,베가,,앗! 아무 것도 아니다! 머리가 어지러운 것이 연습을 조금 격하게 한 것 같구나.,
3,베가,,아무래도 잠깐 쉬다 가야겠다.,
3,베가,,…… 뭐냐! 전혀 이부자리가 갖춰져 있지 않지 않느냐!,
3,베가,,다음에 내가 왔을 때 쉴 수 있도록 이부자리 정도는 갖춰놓거라!,
