phase,talker,behaviour,dialogue,nextPhases
0,베가,,인간 소녀여! 기뻐하거라.,
0,베가,,이 내가 몸소 너를 만나러 와주었으니 말이다!,
0,베가,,당분간 할 일이 많아 지금처럼 자주 오지 못한다는 것을 알려주기 위해 왔도다.,
0,베가,,영광으로 알거라. 일개 평민에게 이렇게 직접 찾아와서 일정을 알려주는 경우는 흔치 않으니 말이다.,
0,player,,할 일이 많다구요?,
0,베가,,"그래. 다른 적들을 내쫓기 위해선 총사령관으로서 대원들 훈련도 시켜야 하고, 또 '여름의 대삼각형' 부대 합동 연습도……",
0,베가,,……,
0,player,,무슨 일 있으신가요? 안색이 안 좋아보여요.,
0,베가,,"아니다, 아니야. 아무 일도 없다!",
0,베가,,내 직속 부대이자 나의 의남매들이 있는 '여름의 대삼각형' 부대 연습을 생각하니……,
0,베가,,생각하니……,
0,베가,,……,
0,player,,음…… 어딘가 불편해보이시는데요.,
0,베가,,"누, 누가 불편해보인다는 거냐! 아무 일도 없다고 하지 않았느냐!",
0,베가,,"그, 그런 의심도 다 병이다, 병!",
0,player,,저는…… 그냥 걱정이 되서……,
0,베가,,얘기할 시간 없다! 지금은 바쁘니 돌아가보겠다!,
