phase,talker,behaviour,dialogue,nextPhases
0,마르카브,,"아아! 여자애, 안녕~!",
0,player,,어? 이제 주인님으로 안 부르시는 거에요?,
0,마르카브,,너 이심했잖아.,
0,*,Select,…… 그건 진짜 죄송해요……|뭐라구요? 아직도 그걸로 삐져있으신 거에요?,1|1
1,마르카브,,헤헤! 농~담인데~,
1,player,,뭐에요~ 깜짝 놀랐잖아요. 잠깐…… 마르카브 씨. 혹시 드디어 본인이 페가수스가 아님을 깨달으신건……,
1,마르카브,,아아! 너! 진짜 이심했어~?!,
1,player,,"아, 아니에요, 아니에요! 그런 적 한 번도 없어요!",
1,마르카브,,너~! 또 이심해 봐!,
1,player,,(역시 그런 건 아니었어……),
1,player,,그럼 이제 주인님으로 안 부르시는 이유가 뭐에요?,
1,마르카브,,너 힘 안 세잖아.,
1,player,,아……?,
1,마르카브,,내 주인님은! 옛날 주인님처럼 힘 세고~! 멋져야 돼! 힘이 엄~청 세서~! 막 계속 이겨야 돼!,
1,마르카브,,그런데 오…… 오……,
1,player,,오?,
1,마르카브,,오……. 아! 오망! 오망하면 안돼!,
1,player,,오망……?,
1,마르카브,,응! 검방지고 오망하면 안돼!,
1,player,,아…… 오만하면 안된다구요……,
1,마르카브,,응! 그래서 죽으면 안돼! 죽지 않을 정도로 세서 계속 내가 주인님 옆에서 지켜줄 수 있어야해!,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
