phase,talker,behaviour,dialogue,nextPhases
0,마르카브,,나 궁금한 거 있어.,
0,player,,"궁금한 거요? 어떤 게 궁금하신…… 앗, 잠깐만요.",
0,마르카브,,왜?,
0,player,,혹시 또 저번처럼 다른 신경쓰시고 가버리시는 건……,
0,마르카브,,아니야! 나는 안 그래! 그렇지 않아!,
0,player,,…… 진짜죠?,
0,마르카브,,응!,
0,player,,에휴…… 알았어요. 뭐가 궁금하신데요?,
0,마르카브,,너는 저 큰 만원견을 뭐에 쓰는거야?,
0,player,,저번에도 설명드릴려 했는데 그냥 가시더니…… 저 망원경은 멀리 있는 물건을 볼 때 쓰는거에요.,
0,마르카브,,우와아! 그럼 엄~~~청! 멀리 있는 것도 볼 수 있는거야?,
0,player,,네. 저는 저걸로 보통 별을 보곤 해요.,
0,마르카브,,왜?,
0,player,,…… 네?,
0,마르카브,,왜 별을 보는거야?,
0,player,,이 안에서는 달리 다른 걸 할 게 없거든요.,
0,마르카브,,왜? 왜 다른 거 할 게 없어?,
0,player,,이 안에 있는 게 많지 않아서요.,
0,마르카브,,왜? 왜 많지 않아?,
0,player,,그건…… 저도 잘 모르겠어요.,
0,마르카브,,왜? 왜 몰라?,
0,player,,네? 왜 모르냐고요?,
0,마르카브,,응. 왜 몰라?,
0,player,,왜 모르냐고 물어보셔도…… 제가 여기 있는 물건을 다 사거나 가져다 놓은 게 아니라고 밖에……,
0,마르카브,,왜?,
0,*,Select,"아, 몰라요! 도대체 뭐가 묻고 싶으신거에요?|음…… 마르카브 씨는 왜 그렇다고 생각하세요?",1|2
1,마르카브,,흐아악! 화났어? 미안해! 잘못했어!,
1,마르카브,,엄청 화났어? 왜 화났어? 내가 잘못했지? 미안해!,
1,player,,어…… 화난 건 맞는데요…… 그렇게까지 사과 안하셔도 되는 일인데……,
1,마르카브,,으아앙! 화나게 만들었어! 어떡하지?,
1,마르카브,,내가 주인님을 찾았는데! 화나게 만들었어! 흐아앙……,
1,*,Next,,3
2,마르카브,,…… 응?,
2,player,,마르카브 씨는 왜 제가 여기 있는 물건이 어떻게 온건지 잘 모른다고 생각하세요?,
2,마르카브,,그건……. 너가 어른이 아니라서?,
2,player,,제가 어른이 아니라도 물건들은 살 수 있는걸요?,
2,마르카브,,하지만~ 저건 엄~~~청 큰걸!,
2,마르카브,,"여자애들은 힘이 약하니까, 어…… 큰 것들은 못 움직이잖아. 그러니까 모르는거야!",
2,player,,"네. 맞아요! 그래서 전 저 망원경뿐만 아니라 다른 것들도 어떻게 왔는지 잘 모르고, 그래서 왜 많지 않은 지도 잘 몰라요.",
2,마르카브,,우아아! 그렇구나! 너 되게 똑똑하다!,
2,player,,(왠지 질문에 대한 대답을 마르카브 씨가 다 한거 같은데……),
2,마르카브,,너가 주인님이구나!,
2,*,Next,,3
3,player,,(…… 주인님? 내가 잘못 들었나?),
,,,,
