phase,talker,behaviour,dialogue,nextPhases
0,불꽃 성운,,…… 저기…… 부탁이 하나 있는데 말이야……,
0,player,,응? 뭔데?,
0,불꽃 성운,,오늘 짐이 많이 들어와서 말이야…… 도와줄 수 있어?,
0,player,,응! 도와줄 수 있지! 어떤 걸 옮기는 건데?,
0,불꽃 성운,,"아, 별 건 아니고 여기 적힌 것 정도만 옮기면 되는데……",
0,,,(플레임은 품에서 종이를 꺼내 펼쳤다.),
0,player,,우…… 와…… 엄청 많은 거 같은데? 둘이서 할 수 있을까?,
0,불꽃 성운,,둘이서 해야만 해. 다른 애들이 다 나가서 할 수 있는 애들이 너 아니면 나밖에 없거든……,
0,player,,어른들한테 부탁하면 안 되는 거야?,
0,불꽃 성운,,어른들은 절대 안돼! 바쁘시다고 분명 거절하실……,
0,player,,또 그 소리! 물어본 적도 없다고 하지 않았어?,
0,불꽃 성운,,어? 어…… 물어본 적 없어.,
0,player,,저번에 밤을 새서 창고를 지켰던 것도 사실 네 일이 아니었는데도 너가 자진해서 했었던 거잖아?,
0,player,,그 때도 어른들이 이상하게 생각할 거라고 얘기를 했던거 같은데……,
0,불꽃 성운,,하지만…… 그건 맞잖아. 내가 지키겠다고 했는데 안하면……,
0,player,,안하면? 누군가가 해코지를 하거나 이상하다고 생각하진 않을 거 같은데……,
0,불꽃 성운,,아니야. 지키겠다고 했는데 안하면…… 분명 이상하다고 생각하실 거야……,
0,*,Select,어른들한테 실제로 그렇게 얘기해본 적은 없는 거잖아?|왜 이렇게 어른들이 그렇게 생각할 거라고 확신하는 거야?,1|2
1,불꽃 성운,,어른들께 그런 얘기는 드려본 적 없지…… 드릴 수도 없고.,
1,player,,그런 얘기를 할 수 없다고? 왜?,
1,*,Next,,2
2,불꽃 성운,,왜냐하면 어른들은 나를 믿음직한 아이라고 생각하고 있을 테니까.,
2,불꽃 성운,,나 혼자 창고 관리를 맡게 됐을 때 어른들한테 여쭤봤었어. 왜 나 혼자 창고 관리를 맡게 됐냐고 말이지.,
2,불꽃 성운,,어른들이 내가 똘똘하고 시키는 일을 척척 잘 해낸다고 얘기하셨어.,
2,불꽃 성운,,그 말을 듣고 나는 생각이 든거야. '어른들이 나를 믿고 있다'고.,
2,불꽃 성운,,그 이후로도 주변에서 똑같은 얘기들을 계속 해주셨어. 나 덕분에 창고 일들을 걱정할 필요가 없다던가…… 나만 믿는다던가……,
2,불꽃 성운,,어른들이 나를 믿고 있다'는 생각이 점점 확신으로 바뀌면서 한 가지 걱정거리가 생기기 시작했어.,
2,불꽃 성운,,만약 내가 창고 일을 못하게 되면 어떻게 되는거지?'라는 걱정이 어느 날부터 갑자기 들었어.,
2,불꽃 성운,,나는 어른들의 믿음을 배신하고 싶지 않았어…… 어른들께 미움 받고 싶지 않았고.,
2,불꽃 성운,,만약 내가 일을 제대로 해결 못하면 어른들의 믿음을 져버리는 행동이 되는 거잖아?,
2,불꽃 성운,,그러면 분명 이상하다고 생각하시거나 미워하시는 분도 더러 생길거야. 그러니까 그렇게 확신을 하는 거지.,
2,player,,근데 그건 결국 플레임 너가 혼자서 그렇게 생각하는 거잖아?,
2,불꽃 성운,,…… 그건 그렇지……,
2,player,,만약 나였다면 어른들께 우선 물어봤을거야. 물론 혼자 해결할 수 있다면 혼자 하겠지만…… 솔직히 이건 2명이서 하기에도 너무 많다는 생각이 들지 않니?,
2,불꽃 성운,,…… 응…… 그 중엔 무거운 것도 있고…… 혼자 할 순 있지만 하고 나면 많이 힘들거야……,
2,player,,"그런 생각이 들 때 한 번 여쭤보는 거지. 이런 일들은 혼자하기 힘들 거 같은데 도와주시면 훨씬 쉽게, 일찍 끝낼 수 있을 거 같다고 말이야.",
2,player,,만약 어른 분들이 바쁘시다면 바쁘니까 나중에 도와주겠다고 하거나 하시지 않을까?,
2,불꽃 성운,,…… 도와주겠다고 얘기하시면서 나를 더 이상 못 믿으시는 거 아닐까?,
2,player,,하지만 여태까지 잘 했잖아? 계속 어른들이 칭찬해주셨다면서? 이번 한 번 때문에 갑자기 안 믿고 그러시진 않지 않을까?,
2,불꽃 성운,,…… 안 해봤으니까…… 했는데 안 믿으실 수도 있잖아?,
2,player,,계속 믿으실 수도 있는 거잖아? 정 걱정되면 물어보면 되지.,
2,불꽃 성운,,…… 알았어. 계속 이러고 있는 것도 어른들께 폐를 끼치는 일일테니…… 일단 한 번 어른들께 부탁드려봐야겠다.,
