phase,talker,behaviour,dialogue,nextPhases
0,불꽃 성운,,으우웃…… 하아…… 몸이 찌뿌둥하네……,
0,player,,어? 안녕! 다시 찾아와줬구나!,
0,불꽃 성운,,안녕…… 으어억!,
0,player,,우와아…… 방금 기지개를 키면서 엄청난 소리가 난 거 같은데. 잠을 잘못 자기라도 한거야?,
0,불꽃 성운,,아니…… 잠을 잘못 잔건 아니고…… 물건이 많이 들어와서 하루종일 짐을 옮겼거든……,
0,player,,다른 어른들은 안 도와주셨어? 짐이 많이 들어왔으면 어른들한테 도와달라고 얘기하지.,
0,불꽃 성운,,하지만 어른들도 바쁘실텐데 내 꺼까지 도와달라고 하면 다른 일들이 미뤄질 거니까……,
0,불꽃 성운,,그렇게 하면…… 어른들이 불편한 일이 생길거고……,
0,*,Select,어른들이 불편한 일이 생긴다고?|하지만 그러다보면 네가 힘들어지잖아?,1|2
1,불꽃 성운,,응. 내가 다 해도 되는 일을 굳이 어른들을 불러서 해결하면 어른들이 나를 어떻게 생각하겠어?,
1,player,,음…… 힘들어서 불렀다고 생각하지 않을까? 아니면 적어도 혼자서 하기 힘든가 보구나 하고 생각하시겠지?,
1,불꽃 성운,,아니지. 혼자서 해결할 수 있는 일을 굳이 불러서 해결하려 한다고 생각하실거야.,
1,*,Next,,3
2,불꽃 성운,,내가 힘들어져도 어쨌든 내가 혼자 해결할 수 있는 일이니까……,
2,불꽃 성운,,만약 그 때 어른들을 불렀다면 혼자서 해결할 수 있는 일을 불러서 어른들 일이 늦춰지겠다고 말하셨을거야.,
2,*,Next,,3
3,player,,정말? 그럴 거라고? 왜? 전에 도와 달라고 했는데 거절이라도 당한 적이 있는 거야?,
3,불꽃 성운,,아니…… 한 번도 얘기한 적 없어.,
3,불꽃 성운,,어른들이 나보고 뭘 한 번 시키면 척척 잘한다고 얘기하셨어서 말이야……,
3,불꽃 성운,,만약 내가 어른들한테 도와달라고 하면 내가 잘한다고 했던 어른들의 칭찬이 무색해지잖아?,
3,player,,으음…… 그런가? 그래도 혼자서 하루종일 짐을 옮겨야할 거 둘이 하면 훨씬 짧게 걸리지 않았을까?,
3,불꽃 성운,,그건 그래…… 좋아. 다음에 그런 일이 생기면 다른 애들이랑 같이 해야겠어.,
3,player,,어어? 전에 분명 다른 애들은 나가는 일 때문에 바쁘다고 얘기하지 않았어?,
3,불꽃 성운,,애들도 사정을 얘기하면 이해해줄거야. 난 일하러 가봐야겠다.,
3,불꽃 성운,,허리가 아파서 물건 정리하다 조금 쉬려고 온 거라…… 악! 아야야……,
3,player,,"괘, 괜찮아? 많이 아파보이는데?",
3,불꽃 성운,,괘…… 괜찮아. 이 정도는 뭐.,
3,player,,별로 안 괜찮아 보이는데. 정말 괜찮겠어?,
3,불꽃 성운,,아아! 그렇게 부담 안 가져도 돼! 나 정말 괜찮…… 억!,
3,*,Select,……정말 괜찮겠어?|봐봐! 아픈 거 맞네! 일을 쉴 수 있으면 쉬는 게 어때?,4|5
4,불꽃 성운,,끄응…… 괜찮아. 조심해서 일하면 괜찮을 거야…… 아마도.,
4,불꽃 성운,,너에게도 괜히 폐를 끼쳐 버렸네…… 미안해.,
5,불꽃 성운,,"그, 그건 절대 안돼! 내가 끝내야만 하는 일인 걸.",
5,불꽃 성운,,하지만 이대로 가면 일하다가 문제가 생길 거 같으니…… 조심해서 일해야지.,
5,불꽃 성운,,너도 괜히 걱정하게 만들어버렸네…… 미안.,
