phase,talker,behaviour,dialogue,nextPhases
0,player,,"안녕? 또 찾아와줬구나…… 저…… 그, 미안한데 이름이 어떻게 돼?",
0,불꽃 성운,,"아, '플레임'이라고 부르면 돼!",
0,player,,"아~ 만나서 반가워, 플레임.",
0,불꽃 성운,,나도 만나서 반가워. 히히. 내가 일하는 곳 주변엔 나같은 또래 애들이 많지 않아서 말이야……,
0,불꽃 성운,,나 빼고 전부 어른이고…… 게다가 다른 또래의 별들은 바빠서 얘기하기도 힘들어서 누군가하고 얘기할 기회가 별로 없거든.,
0,*,Select,다들 바쁘다고? 뭐 때문에?|주변에 너같은 또래 애들이 없다니? 무슨 소리야?,1|1
1,불꽃 성운,,내 친구들 중 대부분은 그림자로부터 마을을 지키는 '쉐이드 비질란테'들의 필요한 물건을 전달하는 역할을 맡고 있거든.,
1,불꽃 성운,,근데 나는 그 필요한 물건들을 보관하는 창고를 지키라고 어른들이 그러셔서 말이야.,
1,불꽃 성운,,그래서 다른 애들하고는 대화를 많이 못 나누는 편이야. 잠깐 들어와도 금방 나가버리니까 말이지.,
1,불꽃 성운,,"뭐, 지킨다는 표현보단 관리한다고 말하는 게 더 맞을려나?",
1,player,,그래도 창고면 엄청 큰 거 아니야? 물건도 엄청 많을 거고. 그걸 전부 혼자 관리한다니…… 대단하네.,
1,불꽃 성운,,헤헤. 그렇게 엄청난 건 아니야. 아침에 물품 오면 물품받고 들어온 물품들 갯수 맞는지 확인하고……,
1,불꽃 성운,,아침 잠깐 먹고 창고 안에 있는 물품들 갯수 확인하고 나갈 물품들 미리 확인해서 빼놓고 중간에 필요한 물건 있어서 빼놓은 거 있으면 체크하고……,
1,player,,"잠깐만, 잠깐만. 아무리 혼자 한다지만 일이 너무 많은 거 아니야?",
1,불꽃 성운,,"괜찮아. 이런 일 하루에 아침, 점심, 저녁으로 3번만 하면 끝나는 걸?",
1,player,,괜찮다고 할 수 있을 거 같진 않은데……,
1,불꽃 성운,,하지만 그렇게 하지 않으면 어른들께 폐를 끼치게 되는 거니까 힘들더라도 해야지.,
1,불꽃 성운,,……아아아! 큰일났다! 일 얘기하다보니까 갑자기 생각났어!,
1,player,,왜? 무슨 문제라도 있는 거야?,
1,불꽃 성운,,오늘 일손 부족하다고 나보고도 한 군데만 물건 전달해달라고 부탁했었는데!,
1,불꽃 성운,,이렇게 얘기한 게 오랜만이다보니 얘기에 푹 빠져서 완전 까먹고 있었네!,
1,불꽃 성운,,"으아아, 큰일났다! 먼저 가볼게! 급하게 전해야 되는 물건이라서 말이야.",
