phase,talker,behaviour,dialogue,nextPhases
0,알파드,,안녕……,
0,*,Select,힘이 없어 보이시네요.|좋은 대책이 안 떠오르셨나요?,1|1
1,알파드,,응. 계속 생각해봤는데…… 이젠 어떠한 아이디어도 떠오르지 않아……,
1,알파드,,예전이었으면 생각나는 건 다 해봤을 텐데…… 이젠 생각조차 나지도 않고……,
1,알파드,,더이상 천연 염색을 계속하는 건 힘들 거 같아서 마지막으로 선물이라도 주려고 왔어.,
1,player,,선물이요?,
1,알파드,,응. 다른 별들이랑 달리 너는 내가 얘기하는 염색에 많은 관심을 가져주어서 그에 대한 보답으로 가지고 왔어.,
1,알파드,,그나마 너는 내가 이런 염색을 했다는 걸 기억해줄 수 있을 거 같아서 말이야…… 너랑 어울릴 것 같은 색으로 해봤어.,
1,player,,고맙습니다. 잊지 못할 선물이 될 거 같아요.,
1,알파드,,한번 입어볼래? 옷 사이즈를 어림으로 한 거라 안 맞을 수도 있어서……,
1,player,,네! 입어볼게요.,
1,player,,…… 와! 딱 맞는대요? 정말 안 재고 만드신 거 맞아요?,
1,알파드,,하하. 고마워. 그렇게 얘기해주니 선물해준 보람이 있는 거 같아.,
1,player,,음…… 옷에서 좋은 향기도 나네요? 무슨 꽃향기 같은 게 나는 거 같아요.,
1,알파드,,응. 그 색을 낼 때 꽃들이 유독 향기가 진하더라고…… 혹시 별로 안 좋아?,
1,player,,아니요! 조금 진한 듯한 느낌은 있지만 그래도 꽃향기가 나니 기분은 좋네요.,
1,알파드,,하하…… 향이 배일 줄 상상도 못 했네. …… 앗! 혹시……,
1,알파드,,음…… 그렇지…… 맞아! 아무리 생각해봐도 그건 천연 재료밖에 못 해!,
1,player,,으앗?! 뭐가요?,
1,알파드,,"앗. 또 놀랐구나. 미안, 미안. 으음…… 거기에 다시 한 번 가봐야겠네……",
1,player,,알파드 씨……? 또 어딜 가시는 거지?,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
