phase,talker,behaviour,dialogue,nextPhases
0,알파드,,흐음……. 이걸로 이렇게 진하게 색을 낼 수 있구나. 신기하네.,
0,player,,안녕하세요! 어? 오늘은 노란색의 천이네요?,
0,알파드,,아! 이거? '치자'로 염색한 거야. 어때? 예뻐?,
0,*,Select,네! 엄청 예뻐요!|어어…… 뭔가 노래서 조금……,1|2
1,알파드,,아! 다행이다~ 너무 진해서 내심 색을 조금 연하게 해야 하나 생각하고 있었거든.,
1,*,Next,,3
2,알파드,,응? 노란색은 별로 안 좋아하니?,
2,player,,아니요…… 다만 너무 샛노래서요…… 화장실에서 본 거 같은……,
2,알파드,,"아…… 그, 그래? 그럼 이건 다음부턴 너무 진하게 색을 내면 안 되겠네.",
2,*,Next,,3
3,player,,혹시 다른 색도 있나요?,
3,알파드,,당연하지. 잠깐만 몇 가지 추려서 보여줄게. 우선 이거.,
3,player,,이건 보라색이네요? 포도 같은 거로 색을 내는 건가요?,
3,알파드,,비슷해. 보라색 양파로 색을 냈어. 다음은…… 이거.,
3,player,,와! 은은한 파란색이네요. 굉장히 예뻐 보여요!,
3,알파드,,이건 '쪽빛'이라고 부르는 색이야. 아마 이름으로만 따지면 가장 유명할 거야.,
3,player,,쪽빛이면 '쪽'에서 나온 색인 건가요?,
3,알파드,,응. 맞아. 너 꽤 많이 아는구나?,
3,player,,"앗, 찍었는데. 정말요? 쪽이라는 게 있어요?",
3,알파드,,응. 전에 네가 얘기했던 염색약 같은 건데 물에 풀어서 그 물로 염색하기도 하고 물에 가라앉은 침전물로 염색하기도 해.,
3,알파드,,"물에 풀어서 염색하면 나오는 빛깔을 '쪽빛', 가라앉은 침전물로 염색하면 '아청'이라고 하지.",
3,player,,똑같은 재료로 다른 색을 낸다니…… 신기하네요.,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
