phase,talker,behaviour,dialogue,nextPhases
0,로제,,너랑 대화하면 좋은 점이 한 가지 있어.,
0,player,,뭔데요?,
0,로제,,……이상한 별명을 붙이지 않는다는 거.,
0,player,,이상한 별명이요?,
0,로제,,내 머리는 머릿결이 그렇게 좋지 않은 편이잖아?,
0,로제,,부스스한 머리칼에 찢어진 눈매를 가진 성질 나빠 보이는 소녀가 좋은 별명을 들을 일은 거의 없었거든.,
0,로제,,"게다가 이름에 담긴 뜻이 장미니, 그걸 듣고 장미인데 왜 가시만 있냐며 가시 마녀, 가시 괴물……가시가 붙은 기괴한 별명은 다 가져갔었지.",
0,player,,……다들 그렇게 불렀어요?,
0,로제,,"또래 애들뿐이긴 했지만, 어른들도 말리지 않은 거 보면 비슷하게 생각했겠지.",
0,player,,……전 그 얘기를 들어도 그렇게 보이지 않는걸요.,
0,로제,,어렸을 때 내가 돌아다니던 모습을 보면 이해가 될지도.,
0,로제,,"네가 보는 모습은 내가 데뷔하고 나서의 모습이니까, 그때보단 조금 나아졌지.",
0,player,,"아니, 그것보단……",
0,로제,,그것보단?,
0,player,,"머리든, 눈매든 전혀 가시가 생각나진 않는걸요……",
0,로제,,……어렸을 때의 날 보면 조금은 연상이 될 걸. 거적때기 같은 옷에다가 머리 정리도 안 한 채 돌아다녔으니까.,
0,player,,제가 그 자리에 있었다면 그렇게 생각하진 않았을 거예요.,
0,로제,,……하지만 거의 모두가 그렇게 생각할걸.,
0,player,,거의 모두가 그냥 따라 하던 것 뿐이에요.,
0,로제,,그야 넌 내 과거를 전부 알지는 못하니까.,
0,로제,,……방금 발언은 경솔했네. 다음에 마저 이야기하자.,
