phase,talker,behaviour,dialogue,nextPhases
0,???,,"우아아! 큰 거울이다, 큰 거울!",
0,player,,아…… 안녕하세요?,
0,???,,"응? 아! 여자애다, 여자애!",
0,마르카브,,안녕~! 난 마르카브야!,
0,마르카브,,이 거울 엄청 커!,
0,player,,"네? 아, 이건 거울이 아니라 천체망원경이에요. 다른 별들은 보통 망원경이라고 하지만요.",
0,마르카브,,만원견?,
0,player,,'만원견'이 아니라 '망원경'이요.,
0,마르카브,,그게 뭐야?,
0,player,,망원경이요?,
0,마르카브,,응.,
0,player,,음…… 보통 멀리 있는 물건이나 사람을 볼 때 쓰는 거……,
0,마르카브,,응? 우와아! 엄청 큰 책장이다!,
0,player,,어? 마르카브 씨? 마르카브 씨! 어휴…… 제 얘기는 듣고 계셨던 건가요……,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
