phase,talker,behaviour,dialogue,nextPhases
0,마르카브,,"아! 안녕, 주인님!",
0,마르카브,,"응? 주인님, 얼굴이 이상해. 왜 그런거야?",
0,player,,아니요…… 그냥 의심만 하고 있던 게 확실해져서요.,
0,마르카브,,이……. 심? 그게 뭐야?,
0,player,,'이심'이 아니라 '의심'. 제가 알고 있는 게 맞는건지 아닌건지 잘 모르는 걸 얘기해요. …… 이게 중요한 게 아니라요. 저 한 가지 궁금한 게 생겼어요.,
0,마르카브,,어? 주인님이? 나한테?,
0,player,,바로 그거에요. 왜 '주인님'이라고 하시는 거에요?,
0,마르카브,,어? 그야 '주인님'은 '주인님'이니까.,
0,player,,"아니요, 아니요. 그거 말고요. 왜 저를 부를 때 '주인님'이라고 부르시는 거냐구요.",
0,마르카브,,응? 그야 난 페가수스니까.,
0,player,,…… 네? 아니…… 확실히 날개는 달렸지만…… 어딜 봐도 말이 아니라 사람 모양을 하고 계신데……,
0,마르카브,,아니! 난 사람도 말도 아니야! 난 페가수스야!,
0,player,,…… 왜요?,
0,마르카브,,어?,
0,player,,왜 본인이 페가수스라고 생각하시는거에요?,
0,player,,"페가수스는 보통 날개 달린 하얀 말을 얘기하는데, 마르카브 씨는 어딜 봐도 하얀 말처럼 보이진 않는대요.",
0,마르카브,,아니야! 하얀 말은 아니지만…… 페가수스 맞아!,
0,player,,페가수스가 뭔지는 알고 계신거죠?,
0,마르카브,,응! 알고 있어!,
0,마르카브,,아아! 또 그 이상한 얼굴! 너! 날 아직 이…… 이……,
0,player,,'의심'이요?,
0,마르카브,,그래! 이심하는 거지!,
0,player,,아니요! 이상하다고는 생각하고 있었지만…… 의심은 안 했는데……,
0,마르카브,,뭐?! 이상하다고오오?! 아아악! 나 페가수스 맞다고오!,
0,player,,어어? 어디로 달려가시는 거에요!,
0,마르카브,,아아아아아아아악!,
0,player,,으아앗! 갑자기 왜 저렇게 흥분하시는 거지?! 분명 보이는 그대로 얘기했을 뿐인데?!,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
